id,source_load_id,product_id,site_id,snapshot_at,snapshot_version,on_hand_quantity,allocated_quantity,available_quantity,in_transit_quantity,corrects_snapshot_id,missing_signal_flag
50ba5343-0b1e-52a8-a20b-610a228ce0ca,555a4030-3b19-5d0e-866c-a19367ed183c,e6a7fc53-496a-5ae2-a882-4d4bf1223c4c,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2026-06-30T18:00:00+10:00,1,169.5614,36.7162,132.8452,163.7988,,false
7d8f19ec-4a97-5983-a11c-e8f460b2bcbe,555a4030-3b19-5d0e-866c-a19367ed183c,bba8ffc9-9e7c-5b77-a53d-ae09beffb73b,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2026-06-30T18:00:00+10:00,1,409.1683,32.3191,376.8492,127.9561,,false
8969811d-60cf-5d4b-a2ef-70468b66b021,555a4030-3b19-5d0e-866c-a19367ed183c,bba8ffc9-9e7c-5b77-a53d-ae09beffb73b,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2026-06-30T18:00:00+10:00,1,404.1579,189.2680,214.8899,203.0423,,false
396985c2-36b6-5ed9-82f1-2e055905a828,555a4030-3b19-5d0e-866c-a19367ed183c,733a52f6-ddae-5ec5-a1d3-e06d5ca3460e,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2026-06-30T18:00:00+10:00,1,227.2764,92.6744,134.6020,19.9236,,false
dfef955e-00b9-5307-a0cc-cc32e0ebc86e,555a4030-3b19-5d0e-866c-a19367ed183c,733a52f6-ddae-5ec5-a1d3-e06d5ca3460e,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2026-06-30T18:00:00+10:00,1,254.5677,28.1274,226.4403,66.2197,,false
204867ad-7989-5383-be50-7b33f235f71a,555a4030-3b19-5d0e-866c-a19367ed183c,ce149183-f698-5b38-9d6f-47394dafce45,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2026-06-30T18:00:00+10:00,1,178.8286,98.3458,80.4828,26.7990,,false
716500f2-1da3-5fa3-8e49-1bc8932c3fdf,555a4030-3b19-5d0e-866c-a19367ed183c,ce149183-f698-5b38-9d6f-47394dafce45,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2026-06-30T18:00:00+10:00,1,110.4947,35.3103,75.1844,127.1546,,false
77875b00-12ad-5a53-9a50-228d9a68c13b,555a4030-3b19-5d0e-866c-a19367ed183c,1f4d4772-a022-5cfc-a96e-04c7ad0d1a55,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2026-06-30T18:00:00+10:00,1,38.9319,6.2465,32.6853,3.3820,,false
21dd8802-927f-536d-b8f9-5b81832294b5,555a4030-3b19-5d0e-866c-a19367ed183c,1f4d4772-a022-5cfc-a96e-04c7ad0d1a55,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2026-06-30T18:00:00+10:00,1,115.0989,37.4388,77.6601,127.7893,,false
152ff1f5-d9ad-5ba2-970c-d8b7ff19921e,555a4030-3b19-5d0e-866c-a19367ed183c,b94cba32-e7de-5d7c-afea-23fba919ed21,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2026-06-30T18:00:00+10:00,1,229.2678,50.6225,178.6453,40.4804,,false
7e91047f-04cb-5ed9-9f08-3e1b230f5769,555a4030-3b19-5d0e-866c-a19367ed183c,b94cba32-e7de-5d7c-afea-23fba919ed21,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2026-06-30T18:00:00+10:00,1,113.7422,38.6558,75.0864,62.6585,,false
f573a211-5f70-55df-b631-c03af2042dc2,555a4030-3b19-5d0e-866c-a19367ed183c,943fffff-3f21-52fd-a307-b259a6fef658,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2026-06-30T18:00:00+10:00,1,133.9037,62.7873,71.1164,56.7834,,false
98f279ed-9a09-5710-a805-ec62e6d869b5,555a4030-3b19-5d0e-866c-a19367ed183c,943fffff-3f21-52fd-a307-b259a6fef658,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2026-06-30T18:00:00+10:00,1,70.3117,36.4461,33.8656,67.5295,,false
fc38c57e-1b64-5f4c-848f-c5c2de4205b4,555a4030-3b19-5d0e-866c-a19367ed183c,f8133fbe-749f-5b84-a762-a62025fd96d1,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2026-06-30T18:00:00+10:00,1,62.1418,17.4234,44.7184,4.7782,,false
3d869d54-7b8f-5c81-8e02-e78970cc9db2,555a4030-3b19-5d0e-866c-a19367ed183c,f8133fbe-749f-5b84-a762-a62025fd96d1,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2026-06-30T18:00:00+10:00,1,111.9993,50.7491,61.2502,76.3621,,false
dd4aee86-a229-564c-8ec8-d0061b5284d1,555a4030-3b19-5d0e-866c-a19367ed183c,c3f298ca-9a69-574b-b887-cd9160b10d7e,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2026-06-30T18:00:00+10:00,1,239.2890,101.7156,137.5734,213.7384,,false
f69399e1-7038-5158-938e-82eabea26c8e,555a4030-3b19-5d0e-866c-a19367ed183c,c3f298ca-9a69-574b-b887-cd9160b10d7e,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2026-06-30T18:00:00+10:00,1,193.8794,82.9320,110.9474,64.3099,,false
5c4d238f-a282-577b-afe6-718d4b55e7ac,555a4030-3b19-5d0e-866c-a19367ed183c,845990f3-480b-5068-96a7-56555c9bfded,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2026-06-30T18:00:00+10:00,1,194.6140,73.9163,120.6977,50.1277,,false
8ec0ca40-d857-5a73-b79f-27fa7d56cb4c,555a4030-3b19-5d0e-866c-a19367ed183c,845990f3-480b-5068-96a7-56555c9bfded,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2026-06-30T18:00:00+10:00,1,206.1594,61.8788,144.2806,73.4427,,false
8b9d813b-39ac-5f95-ae7e-9a9fd6d0e568,555a4030-3b19-5d0e-866c-a19367ed183c,3d05cb9b-d5a0-53d8-84f5-a6128827eb81,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2026-06-30T18:00:00+10:00,1,144.9428,11.1814,133.7614,230.3130,,false
4527c3ec-6d57-5b92-b577-f586b4b225ff,555a4030-3b19-5d0e-866c-a19367ed183c,3d05cb9b-d5a0-53d8-84f5-a6128827eb81,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2026-06-30T18:00:00+10:00,1,541.7204,262.9378,278.7826,397.4413,,false
92ba4008-b368-5f97-a1d4-264ff7abc219,555a4030-3b19-5d0e-866c-a19367ed183c,2bc50dec-b057-52d9-bb68-4422b67e6c08,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2026-06-30T18:00:00+10:00,1,680.6705,196.7501,483.9204,153.5798,,false
d90bce43-276d-5da6-9952-5df7318f0a73,555a4030-3b19-5d0e-866c-a19367ed183c,2bc50dec-b057-52d9-bb68-4422b67e6c08,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2026-06-30T18:00:00+10:00,1,549.2634,92.9230,456.3404,215.0768,,false
7008b0b5-e80e-518c-9502-0ef9cefd84d1,555a4030-3b19-5d0e-866c-a19367ed183c,156f1b61-81f0-5bee-8acc-b26bfd4d94be,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2026-06-30T18:00:00+10:00,1,378.1602,45.0954,333.0648,114.3212,,false
63586b26-2250-50b1-85cb-9a69af5e9415,555a4030-3b19-5d0e-866c-a19367ed183c,156f1b61-81f0-5bee-8acc-b26bfd4d94be,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2026-06-30T18:00:00+10:00,1,255.7689,123.8215,131.9474,9.2913,,false
906d0850-aa27-5b93-be45-5f5532793c0d,555a4030-3b19-5d0e-866c-a19367ed183c,3260e462-15f7-59e3-a229-c6e4260bb97a,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2026-06-30T18:00:00+10:00,1,73.1931,29.6763,43.5168,36.1129,,false
6642f9f0-8b90-54a7-9775-36f1fa353b63,555a4030-3b19-5d0e-866c-a19367ed183c,3260e462-15f7-59e3-a229-c6e4260bb97a,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2026-06-30T18:00:00+10:00,1,227.8710,24.4367,203.4343,47.6366,,false
c2d385ee-25e3-5e6c-b546-379b18c8a2c0,555a4030-3b19-5d0e-866c-a19367ed183c,e7ae4d79-bd0e-5dd7-b736-930307e54235,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2026-06-30T18:00:00+10:00,1,62.5584,3.9189,58.6395,94.9736,,false
c71d0ff4-f2f9-547e-a5c8-888a07d336b6,555a4030-3b19-5d0e-866c-a19367ed183c,e7ae4d79-bd0e-5dd7-b736-930307e54235,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2026-06-30T18:00:00+10:00,1,214.8578,16.9204,197.9374,80.0934,,false
a6c71570-e843-51d6-8290-07033d275a3f,555a4030-3b19-5d0e-866c-a19367ed183c,802e4010-8aa6-5fb1-bc87-5f2947921061,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2026-06-30T18:00:00+10:00,1,63.5651,30.0214,33.5437,57.7392,,true
8a1beee8-2dc6-548d-9e06-4a18544c9ba3,555a4030-3b19-5d0e-866c-a19367ed183c,802e4010-8aa6-5fb1-bc87-5f2947921061,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2026-06-30T18:00:00+10:00,1,149.8176,48.2404,101.5772,141.7301,,false
3c1a5dca-e591-5441-ab1c-6b49a958852c,555a4030-3b19-5d0e-866c-a19367ed183c,1d765b5d-108b-588d-90bf-0a5f7c702f58,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2026-06-30T18:00:00+10:00,1,131.0866,45.3921,85.6945,46.8589,,false
827ecf6c-7bfa-53fb-9f23-5ff3b6eff696,555a4030-3b19-5d0e-866c-a19367ed183c,1d765b5d-108b-588d-90bf-0a5f7c702f58,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2026-06-30T18:00:00+10:00,1,120.5973,45.7932,74.8040,111.2050,,false
d4115e8c-aa6b-5b24-8d2b-fb47440def50,555a4030-3b19-5d0e-866c-a19367ed183c,73ffaed7-94be-55a5-afed-0d1e98f52b44,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2026-06-30T18:00:00+10:00,1,171.7602,66.3187,105.4416,376.6902,,false
a7b5643a-7d64-501e-8e8e-3cba07761d0d,555a4030-3b19-5d0e-866c-a19367ed183c,73ffaed7-94be-55a5-afed-0d1e98f52b44,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2026-06-30T18:00:00+10:00,1,226.4160,35.2937,191.1223,124.3471,,false
bdfeced4-1b5f-5cf9-9031-804f22ccd8ad,555a4030-3b19-5d0e-866c-a19367ed183c,26f9d7d6-f6e5-5f66-b038-c4074cf38cff,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2026-06-30T18:00:00+10:00,1,272.9549,50.7849,222.1700,6.4285,,false
8441e6ed-de03-59a7-9076-6ba25a73ce59,555a4030-3b19-5d0e-866c-a19367ed183c,26f9d7d6-f6e5-5f66-b038-c4074cf38cff,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2026-06-30T18:00:00+10:00,1,147.4550,21.8031,125.6519,20.2206,,false
4cdede4b-a8b6-54d8-a90b-7f17183e6b8d,555a4030-3b19-5d0e-866c-a19367ed183c,258787f4-7c2c-53a6-b106-204498b26f2f,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2026-06-30T18:00:00+10:00,1,314.2530,148.5422,165.7108,10.9362,,false
a2fd8c9e-6aed-56e2-81e1-4bc9700493c7,555a4030-3b19-5d0e-866c-a19367ed183c,258787f4-7c2c-53a6-b106-204498b26f2f,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2026-06-30T18:00:00+10:00,1,94.4610,28.0249,66.4361,103.9252,,false
fde2ec11-c7f1-5cdc-bb40-1603a5de6cd6,555a4030-3b19-5d0e-866c-a19367ed183c,13c36a28-138e-592b-89a5-f58427ce5201,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2026-06-30T18:00:00+10:00,1,93.8393,32.4914,61.3478,115.1330,,false
a12afba2-2c3b-546d-b4fd-6bcc9dbf0b3f,555a4030-3b19-5d0e-866c-a19367ed183c,13c36a28-138e-592b-89a5-f58427ce5201,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2026-06-30T18:00:00+10:00,1,139.8502,44.1593,95.6909,243.1444,,false
bcbc8096-06bb-5524-b48c-2498827251be,555a4030-3b19-5d0e-866c-a19367ed183c,b57530b6-83a1-5572-a798-20246dda47c5,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2026-06-30T18:00:00+10:00,1,475.5977,191.6333,283.9645,217.5021,,false
4f3cfeb6-ce17-570b-b841-f39e7b416bb3,555a4030-3b19-5d0e-866c-a19367ed183c,b57530b6-83a1-5572-a798-20246dda47c5,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2026-06-30T18:00:00+10:00,1,257.0868,119.0491,138.0377,101.5645,,false
521a71e8-6a56-59b5-8f22-7f631b2991ec,555a4030-3b19-5d0e-866c-a19367ed183c,23303b4e-f08b-5648-a6a2-f350ebc5143c,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2026-06-30T18:00:00+10:00,1,742.8238,144.0248,598.7990,247.5395,,false
467073fc-75f0-5095-b562-38b9a59b9e5d,555a4030-3b19-5d0e-866c-a19367ed183c,23303b4e-f08b-5648-a6a2-f350ebc5143c,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2026-06-30T18:00:00+10:00,1,127.1282,68.2028,58.9254,49.5271,,false
58df3b59-e823-5de9-97b4-d0f9da8eb62e,555a4030-3b19-5d0e-866c-a19367ed183c,fb68c10a-55c0-5d65-85fe-0d8330c7d0e5,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2026-06-30T18:00:00+10:00,1,372.8102,66.6380,306.1722,230.8796,,false
9f4275f7-a4f6-5957-a9ab-2c7bc07d2a9f,555a4030-3b19-5d0e-866c-a19367ed183c,fb68c10a-55c0-5d65-85fe-0d8330c7d0e5,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2026-06-30T18:00:00+10:00,1,443.9593,146.2299,297.7293,189.0896,,false
e93b2b58-e1d0-5a74-8a7c-b0615a43255f,555a4030-3b19-5d0e-866c-a19367ed183c,9b4cace9-899f-537b-b7be-bed7f160dcf2,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2026-06-30T18:00:00+10:00,1,203.1341,86.1095,117.0246,197.1838,,false
f2fb9e3b-e0ad-5ce3-93f3-a4aabb5b6652,555a4030-3b19-5d0e-866c-a19367ed183c,9b4cace9-899f-537b-b7be-bed7f160dcf2,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2026-06-30T18:00:00+10:00,1,322.0557,127.5870,194.4687,50.2388,,false
fc61439a-cf28-55e9-9c9d-e850cc0f2002,555a4030-3b19-5d0e-866c-a19367ed183c,d4b300ac-9c19-5617-8775-15b2fd6ecff3,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2026-06-30T18:00:00+10:00,1,197.9498,71.5219,126.4280,147.5304,,false
4df5c7ad-d33e-5a3c-b6c4-dfbda35143ea,555a4030-3b19-5d0e-866c-a19367ed183c,d4b300ac-9c19-5617-8775-15b2fd6ecff3,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2026-06-30T18:00:00+10:00,1,255.6784,124.6866,130.9918,47.2565,,false
e8dd7984-3f34-53ac-8b70-fd2218927bbc,555a4030-3b19-5d0e-866c-a19367ed183c,5a2c36f8-ff5b-53d9-9352-fac73932d34f,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2026-06-30T18:00:00+10:00,1,105.0867,12.2303,92.8564,62.9578,,false
855608b0-f656-554a-959f-4217d43b02d6,555a4030-3b19-5d0e-866c-a19367ed183c,5a2c36f8-ff5b-53d9-9352-fac73932d34f,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2026-06-30T18:00:00+10:00,1,188.2227,66.8458,121.3770,95.5065,,false
