scenario_id,scenario_type,latent_visible_classification,affected_entity_type,affected_key,start_date,end_date,seed_reference,intended_test_purpose,desired_score_result
9d6630e6-42a3-53fe-82e8-160a0cddc89e,missing_supplier_signal,latent,purchase_order_line,POL-00000125,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
059a5fc8-4667-5f83-a28e-c8ad7dbd1121,split_schedule,visible,purchase_order_line,POL-00000128,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
757a89a1-4e38-5cb2-afb1-57ba8ad29c64,missing_supplier_signal,latent,purchase_order_line,POL-00000129,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
ad1274c3-f2c0-5b3f-bec3-5bd78383a4c1,missing_supplier_signal,latent,purchase_order_line,POL-00000130,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
73632efc-7daf-5f27-85bb-3dec92f93c27,split_schedule,visible,purchase_order_line,POL-00000130,2026-05-18,2026-06-01,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
9e5d2b4f-b6cf-5c5f-84b7-1526d220c702,split_schedule,visible,purchase_order_line,POL-00000131,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
77de8bf7-ba56-5b43-a573-a10c8585d097,supplier_deterioration,visible,purchase_order_line,POL-00000132,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
9fd5a1b4-aa37-5744-83c8-3859149beeac,missing_supplier_signal,latent,purchase_order_line,POL-00000134,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
72ad2d96-0e9e-5cea-a2cd-ef5b8ee3e2ca,split_schedule,visible,purchase_order_line,POL-00000134,2026-05-18,2026-06-01,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
a11c8913-ff67-5a33-842e-0176d8ede39e,missing_inventory_signal,latent,purchase_order_line,POL-00000135,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
08aa3b01-8c4c-51d4-8a1e-0dbabfdb0406,missing_inventory_signal,latent,purchase_order_line,POL-00000136,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
03cb6996-1c9a-5d08-999e-f42912b41041,demand_shock,visible,purchase_order_line,POL-00000137,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
f7467916-4b70-5a79-8e61-343053ba2690,split_schedule,visible,purchase_order_line,POL-00000138,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
e66b6f1b-38ad-5919-a3b1-bab0a14877e0,missing_supplier_signal,latent,purchase_order_line,POL-00000139,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
e60514a7-b31f-5f1a-849c-1e6eef7a4a0f,split_schedule,visible,purchase_order_line,POL-00000142,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
790964d7-aae3-53fa-863e-bc0f40364864,supplier_deterioration,visible,purchase_order_line,POL-00000144,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
f3893d13-6fe1-5b1c-b226-fc4d0ec34e91,missing_inventory_signal,latent,purchase_order_line,POL-00000145,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
6908c2d8-6be4-5b22-be08-4f0f08d83336,split_schedule,visible,purchase_order_line,POL-00000147,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
9b805160-20ba-574d-a6a6-744ebe5d6e40,split_schedule,visible,purchase_order_line,POL-00000148,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
ed2eea2d-3777-5729-ae83-377107378018,split_schedule,visible,purchase_order_line,POL-00000149,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
a199d1f8-81b5-5eb8-81e6-7b28f711949d,split_schedule,visible,purchase_order_line,POL-00000151,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
f2a2d4e8-0855-561c-b43c-df1f23816dca,missing_supplier_signal,latent,purchase_order_line,POL-00000157,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
9eec2556-e2d5-59ee-9fee-3202812f62ec,missing_supplier_signal,latent,purchase_order_line,POL-00000162,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
c92647e2-f169-5e55-98fb-203788af76d8,split_schedule,visible,purchase_order_line,POL-00000162,2026-05-18,2026-06-01,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
55c23301-7784-5821-89e4-e8e6939363ad,split_schedule,visible,purchase_order_line,POL-00000164,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
c35cf257-6306-52fe-a1af-cb3644e3fc91,split_schedule,visible,purchase_order_line,POL-00000165,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
b55e74ed-4a5e-5eea-a068-83a4725bf78e,split_schedule,visible,purchase_order_line,POL-00000166,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
c6a80161-acf9-569a-b4e1-d5e4943c2a28,supplier_deterioration,visible,purchase_order_line,POL-00000174,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
6fc73c83-f730-55ac-8fa0-28c6d31aa627,split_schedule,visible,purchase_order_line,POL-00000175,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
19656a64-d339-522f-b6c4-49d74b2ea87d,split_schedule,visible,purchase_order_line,POL-00000181,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
d8d4e765-f6be-59e1-aad5-2e613f994b77,missing_inventory_signal,latent,purchase_order_line,POL-00000182,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
0264a08f-1465-524e-b8a3-e96a703614e2,split_schedule,visible,purchase_order_line,POL-00000183,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
a16cdb90-95e3-503f-a02e-26ec6d344e59,missing_supplier_signal,latent,purchase_order_line,POL-00000185,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
55626025-b60a-5c9f-b477-d9ad6e909011,split_schedule,visible,purchase_order_line,POL-00000189,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
c1ab892c-137b-597c-81b7-ff45c9cb4570,supplier_deterioration,visible,purchase_order_line,POL-00000193,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
c4ab135a-24c0-538e-ab34-de95f91d4aa6,split_schedule,visible,purchase_order_line,POL-00000193,2026-05-18,2026-06-01,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
710b27a6-5d90-519e-a193-21e186982044,missing_supplier_signal,latent,purchase_order_line,POL-00000198,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
43c78462-200c-5bc5-8a05-1f607d4ea3af,missing_supplier_signal,latent,purchase_order_line,POL-00000199,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
782a02e9-f0b6-5ca3-b0fc-ceddb6315a67,split_schedule,visible,purchase_order_line,POL-00000199,2026-05-18,2026-06-01,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
dfa9f027-2db1-51b9-8a19-80744aa5417f,split_schedule,visible,purchase_order_line,POL-00000203,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
72d02400-e54a-5648-a930-93e6d3c55706,supplier_deterioration,visible,purchase_order_line,POL-00000204,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
5d1b14c0-242e-54dd-85da-98fcec2bcf16,split_schedule,visible,purchase_order_line,POL-00000204,2026-05-18,2026-06-01,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
e4bb8da8-9fb3-523a-916e-51dd1d088fd7,missing_supplier_signal,latent,purchase_order_line,POL-00000205,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
240beabe-07e0-5e37-ab9a-5a91498cb020,split_schedule,visible,purchase_order_line,POL-00000205,2026-05-18,2026-06-01,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
b448855d-3690-50d3-9ffb-7badbebfd92f,demand_shock,visible,purchase_order_line,POL-00000207,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
ab237c5c-0cbf-5388-8b9d-b1e96cd63994,missing_inventory_signal,latent,purchase_order_line,POL-00000207,2026-05-18,2026-06-01,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
b1a03459-1b24-5ded-8b76-90e9b04c71d8,supplier_deterioration,visible,purchase_order_line,POL-00000208,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
fe884f53-27fd-57af-a290-82e05f748b6e,split_schedule,visible,purchase_order_line,POL-00000213,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
12146b36-9286-5aaa-93d3-6b232aff81af,supplier_deterioration,visible,purchase_order_line,POL-00000214,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
5a0fc860-476b-5cdc-b45a-fe06cca5d9f5,split_schedule,visible,purchase_order_line,POL-00000215,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
e5587fbe-ba3d-58d9-ad54-0818b658e622,split_schedule,visible,purchase_order_line,POL-00000217,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
2328202f-ac19-58fc-9ebf-a9dedc2bbc91,missing_supplier_signal,latent,purchase_order_line,POL-00000221,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
085ad608-b677-5d39-a749-ce4c37631333,split_schedule,visible,purchase_order_line,POL-00000221,2026-05-18,2026-06-01,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
4b2496a7-2412-5729-916f-99955d49d06e,split_schedule,visible,purchase_order_line,POL-00000229,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
561aebc7-b166-511d-915f-2717cf7bf70e,split_schedule,visible,purchase_order_line,POL-00000239,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
340d81af-cd2e-5eb5-9b79-8ef9d3f606f0,missing_inventory_signal,latent,purchase_order_line,POL-00000241,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
031e3dfe-123d-575e-8e53-69c5c7c977df,split_schedule,visible,purchase_order_line,POL-00000241,2026-05-18,2026-06-01,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
c058855e-70a8-595b-8335-badf789f3f45,split_schedule,visible,purchase_order_line,POL-00000244,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
96b46305-6814-59f2-93bd-267f43e5b2cd,split_schedule,visible,purchase_order_line,POL-00000245,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
909a3717-11c4-54ef-8ea3-2ab7096e5915,split_schedule,visible,purchase_order_line,POL-00000246,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
8069e299-ec6a-5e6e-8c21-bedfe6bc614c,missing_supplier_signal,latent,purchase_order_line,POL-00000248,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
fdb7d83c-3070-599a-b779-115dc38024e7,receipt_reversal,visible,purchase_order_line,POL-00000249,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
5fff7daa-6395-59ea-9031-720599b11ce8,supplier_commitment_breach,visible,purchase_order_line,POL-00000250,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
a2a63410-9a97-5bc7-9719-0e5c21dbf639,supplier_deterioration,visible,purchase_order_line,POL-00000251,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
c34c619a-7381-59c4-a211-e7e901e78448,demand_shock,visible,purchase_order_line,POL-00000252,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
a82d58c8-672f-5ee5-b19a-0f235613b33f,receipt_correction,visible,purchase_order_line,POL-00000253,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
98eeb4d4-7c98-55a5-ab9e-46b08fa2e510,split_schedule,visible,purchase_order_line,POL-00000254,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
24c9b1d0-7fb8-54f9-ba74-279a4bd2b941,inventory_reallocation_opportunity,visible,purchase_order_line,POL-00000255,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
c839c857-488f-5a8e-a5d9-11dac0af6216,false_positive_source_data_correction,visible,purchase_order_line,POL-00000256,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
c3656b73-7255-5562-b36b-195eda96b079,overdue_critical_order,visible,purchase_order_line,POL-00000257,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
1dd364f0-2ac7-5678-9f4e-50304b6a3dda,partial_receipt_remaining_exposure,visible,purchase_order_line,POL-00000258,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
27b46a21-8c98-5c73-82ec-44b3198b038d,missing_inventory_signal,latent,purchase_order_line,POL-00000259,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
d9e33c77-1445-55da-bf5a-9ecd05be6a5c,missing_supplier_signal,latent,purchase_order_line,POL-00000260,2026-05-17,2026-05-31,1.0.0:20260720:scenario,controlled synthetic behaviour coverage,
