id,po_line_id,source_load_id,product_id,site_id,po_supplier_id,amendment_version,ordered_quantity,order_uom,base_quantity,need_date,requested_date,line_status,effective_at,unit_price_aud,line_value_aud,scenario_ids,scenario_types,critical_order_flag
09b5a6d2-33e9-5176-8289-28f55fa9b67b,3db4fcb7-69b2-5566-942b-e7d4c58dee1e,52daff6b-2e12-5836-9c79-9713f4d30b59,83051d14-4fa3-53bd-ac60-523a406fc21f,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,69943b6b-c286-5006-bfa5-bce4290c448f,1,44.0000,EA,44.0000,2025-06-02,2025-06-02,closed,2025-04-01T09:00:00+10:00,433.95,19093.80,f0d8a5b9-cff2-5b01-94da-6c05f67a421e;21a6ea2b-8786-5e0c-ae0b-7e8d16bf4f31,missing_supplier_signal;split_schedule,false
510e21f4-9575-5112-b059-664375ddb3c8,3db4fcb7-69b2-5566-942b-e7d4c58dee1e,52daff6b-2e12-5836-9c79-9713f4d30b59,83051d14-4fa3-53bd-ac60-523a406fc21f,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,69943b6b-c286-5006-bfa5-bce4290c448f,2,45.0000,EA,45.0000,2025-06-03,2025-05-31,closed,2025-04-02T09:00:00+10:00,433.95,19527.75,f0d8a5b9-cff2-5b01-94da-6c05f67a421e;21a6ea2b-8786-5e0c-ae0b-7e8d16bf4f31,missing_supplier_signal;split_schedule,false
eee13c03-97f0-5dc8-9a2b-f3f701291e23,34441233-560b-5b65-a286-5108f76a33ef,52daff6b-2e12-5836-9c79-9713f4d30b59,d4b300ac-9c19-5617-8775-15b2fd6ecff3,cd80660b-3e07-58ef-88fb-4dfd4c14f755,69943b6b-c286-5006-bfa5-bce4290c448f,1,78.0000,CASE,936.0000,2025-12-31,2025-12-28,closed,2025-11-13T09:00:00+10:00,235.11,220062.96,,,false
8e8855e1-a879-5eea-af91-92e61a607345,25187d66-acb0-5687-9e42-b33e6a037e1c,52daff6b-2e12-5836-9c79-9713f4d30b59,23303b4e-f08b-5648-a6a2-f350ebc5143c,cd80660b-3e07-58ef-88fb-4dfd4c14f755,69943b6b-c286-5006-bfa5-bce4290c448f,1,81.0000,PALLET,38880.0000,2025-03-30,2025-03-25,closed,2025-03-14T09:00:00+10:00,247.85,9636408.00,,,false
855c6468-dabb-5f15-9445-ffdfbc7d40dd,25187d66-acb0-5687-9e42-b33e6a037e1c,52daff6b-2e12-5836-9c79-9713f4d30b59,23303b4e-f08b-5648-a6a2-f350ebc5143c,cd80660b-3e07-58ef-88fb-4dfd4c14f755,69943b6b-c286-5006-bfa5-bce4290c448f,2,81.0000,PALLET,38880.0000,2025-03-31,2025-03-28,closed,2025-03-15T09:00:00+10:00,247.85,9636408.00,,,false
9955592c-bb85-536e-96ee-40047d9f2530,08744c8d-0e61-5f54-b4a6-d04b0ab974a6,52daff6b-2e12-5836-9c79-9713f4d30b59,258787f4-7c2c-53a6-b106-204498b26f2f,cd80660b-3e07-58ef-88fb-4dfd4c14f755,69943b6b-c286-5006-bfa5-bce4290c448f,1,37.0000,PALLET,8880.0000,2025-01-03,2024-12-30,closed,2024-12-15T09:00:00+10:00,144.90,1286712.00,f014c724-3882-5284-8fe6-db2ca6ac0f74,demand_shock,false
d2009cc3-5bec-506d-8c95-3add61b90b23,c5ca62a4-2f0f-5b33-806a-6be8fce15bf5,52daff6b-2e12-5836-9c79-9713f4d30b59,e7ae4d79-bd0e-5dd7-b736-930307e54235,cd80660b-3e07-58ef-88fb-4dfd4c14f755,938a277e-f12b-5e70-8354-56b03a77ce45,1,189.0000,PALLET,22680.0000,2025-07-22,2025-07-17,closed,2025-06-05T09:00:00+10:00,33.10,750708.00,,,false
78cd5837-40f8-5656-a995-1ac43c91dc42,e05643b4-50bf-5570-ae8b-26fb0498c7ed,52daff6b-2e12-5836-9c79-9713f4d30b59,733a52f6-ddae-5ec5-a1d3-e06d5ca3460e,cd80660b-3e07-58ef-88fb-4dfd4c14f755,938a277e-f12b-5e70-8354-56b03a77ce45,1,159.0000,CASE,3816.0000,2026-01-08,2026-01-07,closed,2025-10-23T09:00:00+10:00,155.98,595219.68,651aa80e-cd35-59f5-a1ae-f63847890ce0,missing_inventory_signal,false
dff82dca-1e95-5f0b-9c2e-99cb393dbf2f,3b61bbac-32ae-53ef-a93b-14c36ce3f69e,52daff6b-2e12-5836-9c79-9713f4d30b59,fadf08a0-1d4f-563b-bd91-b87b31f373eb,cd80660b-3e07-58ef-88fb-4dfd4c14f755,938a277e-f12b-5e70-8354-56b03a77ce45,1,19.0000,EA,19.0000,2025-05-18,2025-05-16,closed,2025-05-12T09:00:00+10:00,273.80,5202.20,ed9b8c7d-2e31-52df-bdc4-74c5717300b5,missing_inventory_signal,false
347acd8d-0a85-5b41-9e6d-b6398fd92db7,fbc77c24-ce2c-5380-80fc-2c89e3eabce8,52daff6b-2e12-5836-9c79-9713f4d30b59,36da40b4-9e68-5588-9074-f6f8ee0422d2,cd80660b-3e07-58ef-88fb-4dfd4c14f755,cc4ca321-02fa-50eb-8b86-5ba3c42b8ceb,1,194.0000,CASE,9312.0000,2025-06-12,2025-06-08,closed,2025-06-02T09:00:00+10:00,432.63,4028650.56,,,false
ec12d671-1e3a-55e7-a7ae-133691b21221,b0ee4c5a-a8c3-5b7a-b085-850298a7b7e1,52daff6b-2e12-5836-9c79-9713f4d30b59,5a2c36f8-ff5b-53d9-9352-fac73932d34f,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,8da861a0-52e8-5625-b430-3a22414d79fb,1,200.0000,EA,200.0000,2025-08-17,2025-08-14,closed,2025-06-03T09:00:00+10:00,331.79,66358.00,,,false
7397f3b7-e49f-5c5e-8491-e3ff5c18ce88,ec607270-f5c5-5f93-82ba-c63e80a5f2b4,52daff6b-2e12-5836-9c79-9713f4d30b59,802e4010-8aa6-5fb1-bc87-5f2947921061,cd80660b-3e07-58ef-88fb-4dfd4c14f755,8da861a0-52e8-5625-b430-3a22414d79fb,1,108.0000,CASE,5184.0000,2026-03-22,2026-03-21,closed,2026-01-26T09:00:00+10:00,276.16,1431613.44,,,false
6ef7fa41-82af-5def-9808-d98d1085b4bd,f66a333a-1041-5291-a7dd-abd95a50b8b1,52daff6b-2e12-5836-9c79-9713f4d30b59,26f9d7d6-f6e5-5f66-b038-c4074cf38cff,cd80660b-3e07-58ef-88fb-4dfd4c14f755,cc4ca321-02fa-50eb-8b86-5ba3c42b8ceb,1,215.0000,EA,215.0000,2026-04-23,2026-04-22,closed,2026-03-28T09:00:00+10:00,231.66,49806.90,,,false
3f2e13d6-1159-5467-9c00-f7b11151a49a,b718bd51-ed12-52f8-956f-2efc43f07066,52daff6b-2e12-5836-9c79-9713f4d30b59,a7d6c9e4-45c8-576f-87b5-1b26791e19d6,cd80660b-3e07-58ef-88fb-4dfd4c14f755,8da861a0-52e8-5625-b430-3a22414d79fb,1,126.0000,EA,126.0000,2024-10-04,2024-10-03,closed,2024-08-24T09:00:00+10:00,43.49,5479.74,,,false
305f4b96-1656-5976-b2de-81128e1b0caa,fd8fdabe-4ad7-5d84-b597-bf2fff4848fb,52daff6b-2e12-5836-9c79-9713f4d30b59,26f9d7d6-f6e5-5f66-b038-c4074cf38cff,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,8da861a0-52e8-5625-b430-3a22414d79fb,1,163.0000,EA,163.0000,2025-08-11,2025-08-10,closed,2025-07-19T09:00:00+10:00,14.43,2352.09,,,false
7baa1e85-62d2-5f98-b9e3-91dc2cfc759e,d22827f7-a7bf-5bd2-bf0b-a5a1083a39fa,52daff6b-2e12-5836-9c79-9713f4d30b59,fadf08a0-1d4f-563b-bd91-b87b31f373eb,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,bd21beb4-4051-594d-8000-d00192519578,1,13.0000,EA,13.0000,2025-11-30,2025-11-29,closed,2025-11-13T09:00:00+10:00,58.05,754.65,82b5216c-1eab-590c-9834-32a05250f3c7,supplier_deterioration,false
8fe3b510-ea9a-5336-aef0-b96c00465678,80d83a2c-f968-5bd4-8921-b6de7fbf49c4,52daff6b-2e12-5836-9c79-9713f4d30b59,fe8d9660-d333-56ab-a5ca-bb18ef310089,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,bd21beb4-4051-594d-8000-d00192519578,1,111.0000,EA,111.0000,2025-05-29,2025-05-26,closed,2025-05-23T09:00:00+10:00,52.51,5828.61,48d368d5-2563-58aa-95ee-27672f36b725;cd1c4333-c040-5344-b4ac-47bb44946787,demand_shock;split_schedule,false
93905e54-2f61-51eb-b95c-ebeb33369893,06cfe717-1ad3-594f-a89d-87ce247576d3,52daff6b-2e12-5836-9c79-9713f4d30b59,2bc50dec-b057-52d9-bb68-4422b67e6c08,cd80660b-3e07-58ef-88fb-4dfd4c14f755,bd21beb4-4051-594d-8000-d00192519578,1,28.0000,CASE,672.0000,2026-02-21,2026-02-17,closed,2026-02-07T09:00:00+10:00,401.54,269834.88,b8b27154-1686-59f2-9cc5-e3cd4d8a56c1,split_schedule,false
a93933ea-5fad-50af-8be3-24d25a26ce3f,47145abc-775b-5315-91bd-88821a91f93f,52daff6b-2e12-5836-9c79-9713f4d30b59,f8133fbe-749f-5b84-a762-a62025fd96d1,cd80660b-3e07-58ef-88fb-4dfd4c14f755,6ab50693-de7e-5ce4-a00c-1129c9838c2f,1,36.0000,CASE,864.0000,2025-01-25,2025-01-21,closed,2024-12-26T09:00:00+10:00,53.42,46154.88,,,false
6f5ea1cb-e533-5718-ae63-3476bbed674c,98b839a9-1729-5594-9052-7c1aeab0e49f,52daff6b-2e12-5836-9c79-9713f4d30b59,fb68c10a-55c0-5d65-85fe-0d8330c7d0e5,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,4c9dd6bc-d4bf-53c9-872b-90b23ec8d5d5,1,100.0000,PALLET,48000.0000,2024-09-12,2024-09-07,closed,2024-08-16T09:00:00+10:00,281.52,13512960.00,,,false
2dbe4432-6de7-53e5-a207-7f0dcfc9d44e,1bf76ce1-1bb3-5c61-ad18-3158ab3ad95f,52daff6b-2e12-5836-9c79-9713f4d30b59,2bc50dec-b057-52d9-bb68-4422b67e6c08,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,4c9dd6bc-d4bf-53c9-872b-90b23ec8d5d5,1,190.0000,PALLET,22800.0000,2025-11-30,2025-11-30,closed,2025-10-11T09:00:00+10:00,320.88,7316064.00,,,false
2307665b-5385-54d9-b3d7-ad234e666169,195f6276-08bb-5bce-b97e-105457612217,52daff6b-2e12-5836-9c79-9713f4d30b59,e6a7fc53-496a-5ae2-a882-4d4bf1223c4c,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,4bd49743-3f53-57b7-bbc5-6dab27206f37,1,185.0000,EA,185.0000,2025-04-25,2025-04-20,closed,2025-03-05T09:00:00+10:00,183.70,33984.50,c19cadb1-5ccc-53d6-98ea-8d970700849e,missing_inventory_signal,false
48a200e1-5ed4-516a-9d85-ee45050b812c,c462ad18-3ac3-55ba-9e84-884e1028f93a,52daff6b-2e12-5836-9c79-9713f4d30b59,b57530b6-83a1-5572-a798-20246dda47c5,cd80660b-3e07-58ef-88fb-4dfd4c14f755,cc4ca321-02fa-50eb-8b86-5ba3c42b8ceb,1,90.0000,CASE,4320.0000,2025-12-13,2025-12-13,closed,2025-09-29T09:00:00+10:00,237.17,1024574.40,,,false
f808d666-8b19-59b7-b77f-370b687745dc,0011c8b0-49e0-54b0-b611-a326d9a531f5,52daff6b-2e12-5836-9c79-9713f4d30b59,fadf08a0-1d4f-563b-bd91-b87b31f373eb,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,cc4ca321-02fa-50eb-8b86-5ba3c42b8ceb,1,196.0000,EA,196.0000,2025-05-21,2025-05-17,closed,2025-04-01T09:00:00+10:00,52.20,10231.20,027e6d0c-80a6-5f84-82a1-90e2b3f64eee,demand_shock,false
af835553-77ca-5e28-907e-1810af120081,d17b1755-7202-55ed-9061-0f3d2c004bb4,52daff6b-2e12-5836-9c79-9713f4d30b59,ce149183-f698-5b38-9d6f-47394dafce45,cd80660b-3e07-58ef-88fb-4dfd4c14f755,cc4ca321-02fa-50eb-8b86-5ba3c42b8ceb,1,13.0000,CASE,624.0000,2026-01-16,2026-01-11,closed,2026-01-02T09:00:00+10:00,200.95,125392.80,,,false
1e988cd2-f89e-5fa6-a324-8294c5008f92,fd59b3a2-4e5c-5d79-a6eb-5df370c7cab3,52daff6b-2e12-5836-9c79-9713f4d30b59,23303b4e-f08b-5648-a6a2-f350ebc5143c,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,cc4ca321-02fa-50eb-8b86-5ba3c42b8ceb,1,117.0000,CASE,1404.0000,2024-08-14,2024-08-09,closed,2024-07-11T09:00:00+10:00,443.26,622337.04,,,false
cc8e4bf0-08b0-5e66-a739-a14c811b73a7,ac5d1971-a942-5f45-8a71-1e4c34dcc0e0,52daff6b-2e12-5836-9c79-9713f4d30b59,e7ae4d79-bd0e-5dd7-b736-930307e54235,cd80660b-3e07-58ef-88fb-4dfd4c14f755,cc4ca321-02fa-50eb-8b86-5ba3c42b8ceb,1,172.0000,EA,172.0000,2024-12-05,2024-12-01,closed,2024-10-14T09:00:00+10:00,313.75,53965.00,,,false
049d032c-1224-5e8d-a79e-5fc4108daac9,2f5b3101-e6ae-565e-952d-dd4a1f9d3dd5,52daff6b-2e12-5836-9c79-9713f4d30b59,381d75e6-fb26-5f96-9820-6bdce61f0879,cd80660b-3e07-58ef-88fb-4dfd4c14f755,4bd49743-3f53-57b7-bbc5-6dab27206f37,1,209.0000,PALLET,25080.0000,2024-12-11,2024-12-06,closed,2024-11-11T09:00:00+10:00,58.33,1462916.40,,,false
89822faa-949c-5117-8d2c-61127c0f1e81,be4699fb-24f2-5244-98aa-bca3fe216696,52daff6b-2e12-5836-9c79-9713f4d30b59,2bc50dec-b057-52d9-bb68-4422b67e6c08,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,4bd49743-3f53-57b7-bbc5-6dab27206f37,1,35.0000,CASE,840.0000,2025-07-16,2025-07-15,closed,2025-06-17T09:00:00+10:00,121.07,101698.80,af3ae0ce-91ec-5771-8881-68d7bd79ef6a,split_schedule,false
3b72a7c2-faec-5830-9b7f-bb93a0b27d1d,fb3447b6-0c01-5b9e-8ef2-3bbc0617c190,52daff6b-2e12-5836-9c79-9713f4d30b59,e7ae4d79-bd0e-5dd7-b736-930307e54235,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,4bd49743-3f53-57b7-bbc5-6dab27206f37,1,142.0000,PALLET,17040.0000,2025-09-23,2025-09-21,closed,2025-08-17T09:00:00+10:00,107.21,1826858.40,3a806afb-0ab9-5235-9981-067a564aff9a,split_schedule,false
012c46d2-fbd0-55f4-a4e5-fcc9537ba92c,a00c208a-f092-5a8d-ba9d-bc4b9abf710d,52daff6b-2e12-5836-9c79-9713f4d30b59,c893506d-df7e-55aa-9afa-b952b5e81a69,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,58bb201a-b67a-5aa2-81e1-29ab62d99704,1,115.0000,CASE,2760.0000,2025-02-02,2025-02-01,closed,2024-12-14T09:00:00+10:00,353.11,974583.60,,,false
21ed2ff8-6b65-5645-9aa0-2dd60704216d,e4580ee9-c958-5e49-8a90-a7245ac1bdc9,52daff6b-2e12-5836-9c79-9713f4d30b59,bba8ffc9-9e7c-5b77-a53d-ae09beffb73b,cd80660b-3e07-58ef-88fb-4dfd4c14f755,c77963d8-1c44-520a-be00-9efc062d21d4,1,97.0000,PALLET,23280.0000,2025-04-22,2025-04-17,closed,2025-04-14T09:00:00+10:00,138.55,3225444.00,,,false
f85cde3d-0843-57c3-b2b4-0841db9cd48e,e8c1edd8-91d7-5faa-b016-b04e73ca09ff,52daff6b-2e12-5836-9c79-9713f4d30b59,13c36a28-138e-592b-89a5-f58427ce5201,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,c77963d8-1c44-520a-be00-9efc062d21d4,1,160.0000,CASE,3840.0000,2024-10-09,2024-10-05,closed,2024-08-11T09:00:00+10:00,182.25,699840.00,,,false
8b46fccf-6733-5cc6-8dea-c91b29fff09d,ce11f1e1-7d3d-51fc-9a8f-e4e3942c531c,52daff6b-2e12-5836-9c79-9713f4d30b59,83051d14-4fa3-53bd-ac60-523a406fc21f,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,c77963d8-1c44-520a-be00-9efc062d21d4,1,140.0000,EA,140.0000,2025-01-23,2025-01-22,closed,2024-11-24T09:00:00+10:00,447.80,62692.00,,,false
18b5cd1c-22e0-570e-b67e-7e13195950f5,8d48c95d-aa17-551b-9dab-c5013cba4766,52daff6b-2e12-5836-9c79-9713f4d30b59,9b4cace9-899f-537b-b7be-bed7f160dcf2,cd80660b-3e07-58ef-88fb-4dfd4c14f755,c77963d8-1c44-520a-be00-9efc062d21d4,1,30.0000,CASE,180.0000,2024-09-17,2024-09-16,closed,2024-07-24T09:00:00+10:00,237.57,42762.60,,,false
633cce36-f442-5452-85e8-4ad9da1448a7,48371b30-3edd-53dc-9c05-07084ba3c371,52daff6b-2e12-5836-9c79-9713f4d30b59,23303b4e-f08b-5648-a6a2-f350ebc5143c,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,bd21beb4-4051-594d-8000-d00192519578,1,213.0000,CASE,2556.0000,2024-11-17,2024-11-13,closed,2024-10-20T09:00:00+10:00,469.46,1199939.76,,,false
9a62e17d-3d52-573b-a358-ba6b9e4f0c70,1da9178b-18a7-5908-8654-cdfdbdef1e0b,52daff6b-2e12-5836-9c79-9713f4d30b59,1d765b5d-108b-588d-90bf-0a5f7c702f58,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,69943b6b-c286-5006-bfa5-bce4290c448f,1,88.0000,PALLET,10560.0000,2026-04-12,2026-04-08,closed,2026-03-22T09:00:00+10:00,215.75,2278320.00,,,false
69603d17-f9b9-5e24-bf41-43097a019d23,5d1de95a-e527-55df-8506-5944f16a4d1a,52daff6b-2e12-5836-9c79-9713f4d30b59,83051d14-4fa3-53bd-ac60-523a406fc21f,cd80660b-3e07-58ef-88fb-4dfd4c14f755,69943b6b-c286-5006-bfa5-bce4290c448f,1,63.0000,EA,63.0000,2025-01-16,2025-01-15,closed,2024-11-01T09:00:00+10:00,397.09,25016.67,,,false
ec917f57-7d6e-5e1c-aedd-a8e1cdad49f3,5d1de95a-e527-55df-8506-5944f16a4d1a,52daff6b-2e12-5836-9c79-9713f4d30b59,83051d14-4fa3-53bd-ac60-523a406fc21f,cd80660b-3e07-58ef-88fb-4dfd4c14f755,69943b6b-c286-5006-bfa5-bce4290c448f,2,63.0000,EA,63.0000,2025-01-17,2025-01-16,closed,2024-11-02T09:00:00+10:00,397.09,25016.67,,,false
57b63b0e-5eff-55f1-92ab-7d7425a335b4,268047c5-7bb6-5a2c-8413-c4bf1828da77,52daff6b-2e12-5836-9c79-9713f4d30b59,9b4cace9-899f-537b-b7be-bed7f160dcf2,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,69943b6b-c286-5006-bfa5-bce4290c448f,1,147.0000,PALLET,70560.0000,2025-03-22,2025-03-22,closed,2025-01-19T09:00:00+10:00,201.66,14229129.60,,,false
c60d3948-739f-5539-8e29-fc41ba563b74,aa536455-e8a9-50ac-addd-12bc7d8439df,52daff6b-2e12-5836-9c79-9713f4d30b59,809cf264-7def-5354-9470-0a2384ba5a22,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,4bd49743-3f53-57b7-bbc5-6dab27206f37,1,33.0000,CASE,1584.0000,2025-11-14,2025-11-14,closed,2025-08-29T09:00:00+10:00,99.25,157212.00,a66fcb18-2a40-5224-91e2-af6275bb0db0,split_schedule,false
b7a117e7-9555-50bf-b3c4-1fbb3b7307b7,40e2419c-574f-5c46-8acf-f4d6780f7cd3,52daff6b-2e12-5836-9c79-9713f4d30b59,fadf08a0-1d4f-563b-bd91-b87b31f373eb,cd80660b-3e07-58ef-88fb-4dfd4c14f755,8da861a0-52e8-5625-b430-3a22414d79fb,1,89.0000,EA,89.0000,2026-04-30,2026-04-27,closed,2026-03-18T09:00:00+10:00,457.66,40731.74,,,false
67feeba1-e94f-5e7e-b029-e3b3df35767a,672a6653-9c5d-540d-bc1e-d6aa60560389,52daff6b-2e12-5836-9c79-9713f4d30b59,a7d6c9e4-45c8-576f-87b5-1b26791e19d6,cd80660b-3e07-58ef-88fb-4dfd4c14f755,8da861a0-52e8-5625-b430-3a22414d79fb,1,131.0000,CASE,1572.0000,2026-01-29,2026-01-26,closed,2026-01-08T09:00:00+10:00,280.62,441134.64,f6b66212-2c1d-5bb5-bd13-02db21a6c7ca,missing_supplier_signal,false
91adb3ba-6b3e-52d7-80b9-53f80ba1c636,672a6653-9c5d-540d-bc1e-d6aa60560389,52daff6b-2e12-5836-9c79-9713f4d30b59,a7d6c9e4-45c8-576f-87b5-1b26791e19d6,cd80660b-3e07-58ef-88fb-4dfd4c14f755,8da861a0-52e8-5625-b430-3a22414d79fb,2,131.0000,CASE,1572.0000,2026-01-30,2026-01-28,closed,2026-01-09T09:00:00+10:00,280.62,441134.64,f6b66212-2c1d-5bb5-bd13-02db21a6c7ca,missing_supplier_signal,false
6020bda1-2736-5679-8a71-b50218704959,98c09698-fcb6-5a1d-bb96-2c45722b59cc,52daff6b-2e12-5836-9c79-9713f4d30b59,f3239f2c-2ddf-5cd9-8fe5-d2d009ee11fc,cd80660b-3e07-58ef-88fb-4dfd4c14f755,c77963d8-1c44-520a-be00-9efc062d21d4,1,94.0000,PALLET,11280.0000,2026-03-22,2026-03-21,closed,2026-01-16T09:00:00+10:00,351.90,3969432.00,26c64d8f-fb24-5a4a-90d3-9060b44deef5,demand_shock,false
4924edb3-5ee3-50dc-b98f-ca371b7ba310,17cbb4fb-943b-5ea5-80a5-bb5ae59cca9e,52daff6b-2e12-5836-9c79-9713f4d30b59,f6f9c5be-111c-512f-b859-607b24323b36,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,c77963d8-1c44-520a-be00-9efc062d21d4,1,53.0000,CASE,1272.0000,2026-04-19,2026-04-14,closed,2026-03-04T09:00:00+10:00,439.01,558420.72,,,false
ac9ae04f-d3c1-52dc-b8b0-61568d48884d,19348610-5606-568b-86e0-9fcac79abd51,52daff6b-2e12-5836-9c79-9713f4d30b59,f6f9c5be-111c-512f-b859-607b24323b36,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,b019f662-4041-56d7-947a-ad0e19cbf3e5,1,14.0000,PALLET,1680.0000,2025-12-12,2025-12-10,closed,2025-10-09T09:00:00+10:00,144.78,243230.40,,,false
