id,receipt_transaction_id,delivery_schedule_id,allocation_sequence,allocation_bucket,allocated_base_quantity,po_line_id_for_validation,corrected_receipt_id,scenario_ids,scenario_types
a0db86af-e5ae-5c90-80a2-7817fdeb99b8,8a8fb412-e9cc-553e-bdd0-bf79fbe8449c,508f074b-fe9e-50cc-8bfe-a5099025b3b9,2,schedule,84.0000,6b9730b6-21eb-505f-a45d-9c57d3c86fc7,,9f7993a5-8e41-5a73-aebb-922cc38f1e39,split_schedule
2b28898f-048a-527a-8c77-b55cc5f78c5a,843ae9c1-ff37-5736-930d-54d22cc642b3,10e8b6e0-191f-504a-a2fa-41e60e5d25ae,1,schedule,5616.0000,79420c16-afb5-56df-a2b4-d93e71e71f5d,,,
7a129180-e5c4-5426-bc18-8cc9c7ca0789,52cba2df-e6fb-54de-90d9-30bde61ae13e,b14c44df-0c74-5a05-8bac-5fc6eabaffb8,1,schedule,16160.0000,a0a10f6d-12c8-5674-9741-c3731075b0f2,,b1d3b62c-1272-57ee-b639-785fa11a605b,split_schedule
233cf18b-c663-5f12-8ce3-1ef87b3018d6,52cba2df-e6fb-54de-90d9-30bde61ae13e,929796ad-fe92-5925-9c92-1e8fe0c3c503,2,schedule,8080.0000,a0a10f6d-12c8-5674-9741-c3731075b0f2,,b1d3b62c-1272-57ee-b639-785fa11a605b,split_schedule
ec430aaa-7628-56a3-a57a-7ee63de18527,a1575349-ff61-5b1d-9016-4db60729e7a9,929796ad-fe92-5925-9c92-1e8fe0c3c503,1,schedule,8080.0000,a0a10f6d-12c8-5674-9741-c3731075b0f2,,b1d3b62c-1272-57ee-b639-785fa11a605b,split_schedule
3bf898d6-7063-5319-9e80-d659dd5e671a,a1575349-ff61-5b1d-9016-4db60729e7a9,370f9a2b-a285-5dd8-a21c-2ebed018a44d,2,schedule,16160.0000,a0a10f6d-12c8-5674-9741-c3731075b0f2,,b1d3b62c-1272-57ee-b639-785fa11a605b,split_schedule
4a87e35d-c3a8-5ea2-871c-464aa844ca61,4af916ac-7aa8-5456-ba38-969d54b2b69d,d6b1d289-7035-55a0-8324-d2c05dd3f2aa,1,schedule,11.2500,3db4fcb7-69b2-5566-942b-e7d4c58dee1e,,f0d8a5b9-cff2-5b01-94da-6c05f67a421e;21a6ea2b-8786-5e0c-ae0b-7e8d16bf4f31,missing_supplier_signal;split_schedule
f89dfc36-835a-5503-9eee-3150838d21b3,4af916ac-7aa8-5456-ba38-969d54b2b69d,96f06252-4542-5d54-9daa-1dbec553ffac,2,schedule,11.2500,3db4fcb7-69b2-5566-942b-e7d4c58dee1e,,f0d8a5b9-cff2-5b01-94da-6c05f67a421e;21a6ea2b-8786-5e0c-ae0b-7e8d16bf4f31,missing_supplier_signal;split_schedule
fd2ae0b6-87df-5e5c-9630-a653158dac9f,4af916ac-7aa8-5456-ba38-969d54b2b69d,d4844397-a6b5-55f8-a547-40e27ca44361,3,schedule,11.2500,3db4fcb7-69b2-5566-942b-e7d4c58dee1e,,f0d8a5b9-cff2-5b01-94da-6c05f67a421e;21a6ea2b-8786-5e0c-ae0b-7e8d16bf4f31,missing_supplier_signal;split_schedule
ac18265d-1721-5ebc-a440-159cdf52a1f4,4af916ac-7aa8-5456-ba38-969d54b2b69d,1a4e7ec9-d5b5-5b58-b20f-f48e6de05d02,4,schedule,11.2500,3db4fcb7-69b2-5566-942b-e7d4c58dee1e,,f0d8a5b9-cff2-5b01-94da-6c05f67a421e;21a6ea2b-8786-5e0c-ae0b-7e8d16bf4f31,missing_supplier_signal;split_schedule
3e862375-e59e-5d0e-be06-695874331b17,89adbb90-b897-5f4e-897c-77b6947944c3,c7e5701e-c04d-52ae-bff6-34e65e9b8499,1,schedule,936.0000,34441233-560b-5b65-a286-5108f76a33ef,,,
53fd5885-9153-51db-bb65-48cccd1732a0,3ccdf365-6276-5ae9-bf5c-2c8f34620f5e,bba009ae-261d-5922-8312-ec51d4ed246f,1,schedule,38880.0000,25187d66-acb0-5687-9e42-b33e6a037e1c,,,
65d3b2cb-3c7c-5f55-8834-f6b2a0375993,50ddec15-1fc4-52ba-a64c-19acbadc72c0,967b9f71-cefb-5c29-b607-6cf05b44c8e6,1,schedule,8880.0000,08744c8d-0e61-5f54-b4a6-d04b0ab974a6,,f014c724-3882-5284-8fe6-db2ca6ac0f74,demand_shock
1766f33b-a101-5afe-814e-c192e990e297,0adfd1b8-291e-5d2f-812b-83efa29798b5,218fcf71-8a95-5fc4-920f-7457347dc297,1,schedule,5670.0000,c5ca62a4-2f0f-5b33-806a-6be8fce15bf5,,,
c138f998-1906-5162-876d-18c825064c6d,dc7dc5d8-aea1-56e5-8e30-94d36bd14d1b,218fcf71-8a95-5fc4-920f-7457347dc297,1,schedule,5670.0000,c5ca62a4-2f0f-5b33-806a-6be8fce15bf5,,,
c5b9b9c2-4299-5da8-a9e2-38bc29fe41fb,776d3a81-5550-5344-b889-f0ee50f4bec4,218fcf71-8a95-5fc4-920f-7457347dc297,1,schedule,5670.0000,c5ca62a4-2f0f-5b33-806a-6be8fce15bf5,,,
6a16568b-7762-5837-9bd4-8c1b1e6b1083,cc768796-b944-585e-a0cf-3c80c6ea4c54,218fcf71-8a95-5fc4-920f-7457347dc297,1,schedule,5670.0000,c5ca62a4-2f0f-5b33-806a-6be8fce15bf5,,,
cf644ba9-fca7-5ac1-8873-c1d2fbc80f3d,c82db920-5320-5097-98ec-ea3b4584ef0f,5fec8aa6-8e67-5961-88c2-cbcdb27b0e3d,1,schedule,3816.0000,e05643b4-50bf-5570-ae8b-26fb0498c7ed,,651aa80e-cd35-59f5-a1ae-f63847890ce0,missing_inventory_signal
be92b901-5c19-5dba-878c-b2417911368e,d1e1a05f-9c30-5a39-a59a-59736cd2d6b3,0d0d5e1e-b128-5439-9e12-070703d3b97e,1,schedule,19.0000,3b61bbac-32ae-53ef-a93b-14c36ce3f69e,,ed9b8c7d-2e31-52df-bdc4-74c5717300b5,missing_inventory_signal
e334877b-1f18-57c4-98b1-e1d0aa32ca86,084c550b-4555-5f39-bab0-0151c6d277a7,81f9e8eb-1a83-58ac-8ce4-9149c95e3e15,1,schedule,9312.0000,fbc77c24-ce2c-5380-80fc-2c89e3eabce8,,,
961403d0-c162-5027-b974-1090ea3b2db9,d46c9a5e-9097-50f8-9bdc-7f17136597c4,bad7a2db-4856-5c69-949e-db85e18733d2,1,schedule,200.0000,b0ee4c5a-a8c3-5b7a-b085-850298a7b7e1,,,
f9c917cb-62cc-5463-be9f-3fda932e3fda,b918f50f-fbcc-5f51-a5e4-837053efd22b,93bd76c5-2408-50d6-88a7-344f17e76ed8,1,schedule,5184.0000,ec607270-f5c5-5f93-82ba-c63e80a5f2b4,,,
451f9595-041f-56b9-bf23-3e9dac78c1ed,586b4a07-e68b-5971-806f-313e436486b1,af1e9b36-63ac-5f99-a8e8-953f937ab3fc,1,schedule,215.0000,f66a333a-1041-5291-a7dd-abd95a50b8b1,,,
45d5405f-227a-5775-9a9b-cd46d66f4332,42b0f4d1-360a-5506-831a-0b62d35f30ce,5e7f5e5a-f368-5cfe-b304-98753df85b13,1,schedule,126.0000,b718bd51-ed12-52f8-956f-2efc43f07066,,,
bfb81d83-2fb0-5a2e-9bd6-8c284ee8ca32,9e9d7b39-cea2-5c99-a913-753a2825d373,b1144ddb-d7ca-5dcb-83ce-c15a89d59e09,1,schedule,163.0000,fd8fdabe-4ad7-5d84-b597-bf2fff4848fb,,,
53bbb717-ad1f-5654-b571-d2a5bc5e9501,e9c9ed5c-0eac-510f-b6aa-4cf2857cabef,ebe9b7bb-d748-57db-bfa1-662dfcb63db7,1,schedule,13.0000,d22827f7-a7bf-5bd2-bf0b-a5a1083a39fa,,82b5216c-1eab-590c-9834-32a05250f3c7,supplier_deterioration
4a49a802-6447-5693-a697-2b080f128aa0,574f9ea0-c8a5-523f-b435-b9cd1279b8b7,4ac22c1c-7116-5ae6-bab1-9fd410198105,1,schedule,55.5000,80d83a2c-f968-5bd4-8921-b6de7fbf49c4,,48d368d5-2563-58aa-95ee-27672f36b725;cd1c4333-c040-5344-b4ac-47bb44946787,demand_shock;split_schedule
a40218df-2f90-5c41-88dc-b11827da9723,574f9ea0-c8a5-523f-b435-b9cd1279b8b7,8d0b3bcb-c677-5fd5-8d7e-7480c5d04b96,2,schedule,55.5000,80d83a2c-f968-5bd4-8921-b6de7fbf49c4,,48d368d5-2563-58aa-95ee-27672f36b725;cd1c4333-c040-5344-b4ac-47bb44946787,demand_shock;split_schedule
4d7c97b9-2ac7-5295-afa5-11c8b1053e1a,038d5052-775a-567d-b50c-dc3b2a1fc2fb,d9c72cd8-4ae5-5b9e-84e4-3e453dd004d2,1,schedule,224.0000,06cfe717-1ad3-594f-a89d-87ce247576d3,,b8b27154-1686-59f2-9cc5-e3cd4d8a56c1,split_schedule
310e61a2-b3f1-595b-9bca-1197ae08af17,d43011d1-1772-5296-b417-39769a965fa5,d9c72cd8-4ae5-5b9e-84e4-3e453dd004d2,1,schedule,112.0000,06cfe717-1ad3-594f-a89d-87ce247576d3,,b8b27154-1686-59f2-9cc5-e3cd4d8a56c1,split_schedule
d4e4862d-798b-52ef-847a-c4e690573187,d43011d1-1772-5296-b417-39769a965fa5,e87449c5-127d-5626-b07b-3249d82c79d5,2,schedule,112.0000,06cfe717-1ad3-594f-a89d-87ce247576d3,,b8b27154-1686-59f2-9cc5-e3cd4d8a56c1,split_schedule
81bb1561-3866-52b8-801f-65c0f9e91e39,a78742a0-0b82-5c32-8b1a-b16c91935f1b,e87449c5-127d-5626-b07b-3249d82c79d5,1,schedule,224.0000,06cfe717-1ad3-594f-a89d-87ce247576d3,,b8b27154-1686-59f2-9cc5-e3cd4d8a56c1,split_schedule
ab92b2e5-b11f-5d0e-b9f4-c99f8eed2832,63510150-5992-5701-8c71-5ce9e25fc9f5,943bbee0-470a-54b0-9972-4abc54d69f7f,1,schedule,288.0000,47145abc-775b-5315-91bd-88821a91f93f,,,
aff8c484-242c-550f-983b-fc92651d73d6,de649efb-c167-5ebc-89de-878ad0cfcfb4,943bbee0-470a-54b0-9972-4abc54d69f7f,1,schedule,288.0000,47145abc-775b-5315-91bd-88821a91f93f,,,
42aa6093-b017-5958-8522-63ca99ea0ab4,51ed6cb4-60da-53b8-99a7-6aeb3955c946,943bbee0-470a-54b0-9972-4abc54d69f7f,1,schedule,288.0000,47145abc-775b-5315-91bd-88821a91f93f,,,
278ed3df-304c-5d8a-a62b-a6927ccdb0f8,d8cdf78b-2b33-532b-86c8-3bdf36804b4f,78b29eb9-3134-53bd-80ec-bcf358613cc6,1,schedule,48000.0000,98b839a9-1729-5594-9052-7c1aeab0e49f,,,
43f9c18e-9981-5a20-843b-6951edcf84ed,d7fd9070-c72c-532f-86b3-a192fda8db47,48997ec6-bede-546f-bf2a-84be0d3e8352,1,schedule,22800.0000,1bf76ce1-1bb3-5c61-ad18-3158ab3ad95f,,,
e8911dcf-a29b-5645-b1f9-e7760d7cbc56,09eeb683-5e29-54a5-b77f-9a9ec2815e38,a81b5313-a2f4-53ff-a786-24042adee553,1,schedule,185.0000,195f6276-08bb-5bce-b97e-105457612217,,c19cadb1-5ccc-53d6-98ea-8d970700849e,missing_inventory_signal
89176dae-3f19-51e1-9906-971b17faa0ed,74dbd4e2-7851-588e-954a-9b15c4b1ad70,68ecb27a-290c-58fb-bc70-395ea8b229d0,1,schedule,4320.0000,c462ad18-3ac3-55ba-9e84-884e1028f93a,,,
1fc6bfc7-3dd2-50f9-99ca-bc2123bddd39,f0c6e0dd-a1f8-53d6-bc7e-705f5b4d9bb9,54ad49c6-273e-5ea7-a5e6-b9e83971fc80,1,schedule,196.0000,0011c8b0-49e0-54b0-b611-a326d9a531f5,,027e6d0c-80a6-5f84-82a1-90e2b3f64eee,demand_shock
298a34ca-549b-5433-9543-429697e4aefb,2f1e1703-db8e-5b96-bc45-6e7fcf71bb67,ed1bcbd8-919e-5201-8394-8e481d92f7f5,1,schedule,208.0000,d17b1755-7202-55ed-9061-0f3d2c004bb4,,,
0bc2ef41-2228-5a4a-a6d6-65b1ef09980a,9a46dad0-7fde-5de2-9012-bf386627d58b,ed1bcbd8-919e-5201-8394-8e481d92f7f5,1,schedule,208.0000,d17b1755-7202-55ed-9061-0f3d2c004bb4,,,
b514294f-fb1d-548b-83a8-51f84e3aed7f,6583e3ad-e34a-5f0f-b32f-1433dc0de9c1,ed1bcbd8-919e-5201-8394-8e481d92f7f5,1,schedule,208.0000,d17b1755-7202-55ed-9061-0f3d2c004bb4,,,
2ca2759d-7692-5a1e-9357-0c9550fe9f24,df60eecc-49a5-5c82-a914-b0b028799ab1,39b7f5aa-1af0-5083-bd1a-c04b097cacea,1,schedule,1404.0000,fd59b3a2-4e5c-5d79-a6eb-5df370c7cab3,,,
382fd3d0-c371-57d5-8231-698c284b0e65,6174c083-a635-5dbc-972b-99cb7dfaf97f,cc61a0e4-838f-5f92-89d5-1283549bfe33,1,schedule,172.0000,ac5d1971-a942-5f45-8a71-1e4c34dcc0e0,,,
6d5112ca-877b-585f-bd7f-d6d843483354,9788fd1b-2fb2-5607-8bd9-5af4de24f2dc,67eb14fc-8979-5abb-9885-7f3c559cbbb4,1,schedule,25080.0000,2f5b3101-e6ae-565e-952d-dd4a1f9d3dd5,,,
15d8106e-1637-5e62-bab0-af7d204c6723,4fb77a97-2d26-5a46-90fd-6b3b97180eee,0552cf5a-cc6b-53a6-aad8-9bb80ff55532,1,schedule,420.0000,be4699fb-24f2-5244-98aa-bca3fe216696,,af3ae0ce-91ec-5771-8881-68d7bd79ef6a,split_schedule
adc8840a-8337-5b15-a220-653b29f5f93e,4fb77a97-2d26-5a46-90fd-6b3b97180eee,4949be60-a516-595a-9166-85971768232f,2,schedule,420.0000,be4699fb-24f2-5244-98aa-bca3fe216696,,af3ae0ce-91ec-5771-8881-68d7bd79ef6a,split_schedule
0ca47d87-b7cc-5693-82eb-533b8002b5a7,a99ad676-840e-5164-ada0-3bb616983b6a,6afa3f0d-8cf0-517f-8837-fd575c8c8a31,1,schedule,5680.0000,fb3447b6-0c01-5b9e-8ef2-3bbc0617c190,,3a806afb-0ab9-5235-9981-067a564aff9a,split_schedule
bff7f078-fe1a-5b0c-a750-7169ce7e2946,a99ad676-840e-5164-ada0-3bb616983b6a,b2e57e24-7051-51d7-a680-54efacec168c,2,schedule,5680.0000,fb3447b6-0c01-5b9e-8ef2-3bbc0617c190,,3a806afb-0ab9-5235-9981-067a564aff9a,split_schedule
1d56858d-d855-540f-a31c-858eae3fcfeb,a99ad676-840e-5164-ada0-3bb616983b6a,9cb9dcfa-c12a-5ece-8beb-f8ec3e4e2c7e,3,schedule,5680.0000,fb3447b6-0c01-5b9e-8ef2-3bbc0617c190,,3a806afb-0ab9-5235-9981-067a564aff9a,split_schedule
266081a4-e49f-5e29-bb06-a7a90154261f,90932aee-40ad-5ff5-a062-6fd4d968d601,56ad00d3-d300-59ec-a349-9510ec6c04c5,1,schedule,2760.0000,a00c208a-f092-5a8d-ba9d-bc4b9abf710d,,,
34bc8361-d13e-5d45-ad96-78692107dd61,854ea0e1-a68d-54d6-89ef-c222fd89535c,624b405a-b04d-5474-998c-cc8cc7ef571e,1,schedule,23280.0000,e4580ee9-c958-5e49-8a90-a7245ac1bdc9,,,
f71d732b-9d8d-5e38-8bb2-20b4904a1e3b,52044772-a0c5-566a-a7c5-7df1ee830409,dc95b172-00b1-5268-a487-ba1216f4c54c,1,schedule,1280.0000,e8c1edd8-91d7-5faa-b016-b04e73ca09ff,,,
1d96aa37-9af6-5021-a0dc-a4863d4732fb,06a17940-d041-58df-8414-4fb02153b85c,dc95b172-00b1-5268-a487-ba1216f4c54c,1,schedule,1280.0000,e8c1edd8-91d7-5faa-b016-b04e73ca09ff,,,
4d099a29-402e-5ed1-a831-2c131ce7ad69,1ccc6f3f-d6d0-5ca2-99a1-c5fcdbb459f4,dc95b172-00b1-5268-a487-ba1216f4c54c,1,schedule,1280.0000,e8c1edd8-91d7-5faa-b016-b04e73ca09ff,,,
9ff210f8-498c-5b33-9110-fccc2be626be,b08fea74-6700-5f0d-94ed-f42490ed1b54,b4926eee-5f4f-52eb-959e-097dc3d1b95d,1,schedule,140.0000,ce11f1e1-7d3d-51fc-9a8f-e4e3942c531c,,,
2709ad46-2e89-5d5c-8bf6-90a3d075e584,b3dd4c7a-7c7b-53b8-8c31-92abe4d6e034,1b820ef1-a009-514f-a7bc-1f0cb015021b,1,schedule,180.0000,8d48c95d-aa17-551b-9dab-c5013cba4766,,,
ffd77e9c-dbe9-53a9-a91e-f3aee7038719,8981b27c-2bb7-5f14-82aa-65ce07c743f8,bd3d5a02-5c40-5bc0-b19b-8b244c91434f,1,schedule,852.0000,48371b30-3edd-53dc-9c05-07084ba3c371,,,
e1a4a5ef-f9ef-5171-810d-24a7ed2ed8b8,47d08e07-29d4-5484-90fa-99520ee6a87d,bd3d5a02-5c40-5bc0-b19b-8b244c91434f,1,schedule,852.0000,48371b30-3edd-53dc-9c05-07084ba3c371,,,
93dd4aca-b69c-5222-bbf9-93f6a4150c6d,048208b0-ac17-516e-be1f-71b95d7a6c45,bd3d5a02-5c40-5bc0-b19b-8b244c91434f,1,schedule,852.0000,48371b30-3edd-53dc-9c05-07084ba3c371,,,
6489d9df-5015-5bb9-92d6-6410c3438cac,62bd5c30-aa18-56f1-8e05-b99a8a27d9a0,5f72215e-1d31-5152-89f9-46e9cece939d,1,schedule,5280.0000,1da9178b-18a7-5908-8654-cdfdbdef1e0b,,,
9151a289-56de-5994-baf3-14c47e30fb3f,9ba15c9e-eb1f-5ce4-9ab7-9031d38191d9,5f72215e-1d31-5152-89f9-46e9cece939d,1,schedule,5280.0000,1da9178b-18a7-5908-8654-cdfdbdef1e0b,,,
2884aeef-fd79-58e3-b4bc-2cfddb9498ad,e15bbf0f-cb9c-525d-82fb-ad9c58ea28ca,95a637b5-5e90-5e74-b385-5b6d61f7eb6f,1,schedule,63.0000,5d1de95a-e527-55df-8506-5944f16a4d1a,,,
dbe1ebbb-9731-5daf-a302-16702301c51a,c8ec9a21-c98f-511f-bbc2-71fad06bcd51,61c4d639-29ba-5eac-a021-866ec8d6ab23,1,schedule,70560.0000,268047c5-7bb6-5a2c-8413-c4bf1828da77,,,
a77ee5be-63db-571b-8220-f2f3836f9e21,15e20588-a9d4-5765-9005-abaeac20a6eb,095f012c-2ece-5623-8a61-e7c49d36343d,1,schedule,792.0000,aa536455-e8a9-50ac-addd-12bc7d8439df,,a66fcb18-2a40-5224-91e2-af6275bb0db0,split_schedule
38cf2ab4-35dc-510e-93bb-6196973f3dc5,15e20588-a9d4-5765-9005-abaeac20a6eb,71755966-2fc3-5ae3-a9d2-4bec2ddb7b24,2,schedule,792.0000,aa536455-e8a9-50ac-addd-12bc7d8439df,,a66fcb18-2a40-5224-91e2-af6275bb0db0,split_schedule
5d866929-e2a4-5240-a6d1-239c9ab4b0cd,8ad9cde6-a4f4-5986-9c4d-7b06383711ca,399eec76-ce7c-5e43-9e9f-319098317f3d,1,schedule,22.2500,40e2419c-574f-5c46-8acf-f4d6780f7cd3,,,
f14cbbd9-b02b-5018-9b34-403752d4a448,ae2dbeb5-314d-5fa2-b6b1-0582d6317da0,399eec76-ce7c-5e43-9e9f-319098317f3d,1,schedule,22.2500,40e2419c-574f-5c46-8acf-f4d6780f7cd3,,,
4e31b3eb-fdf1-5c4e-8aa7-63ada822661a,f6fd817f-c822-5dab-9823-abc2de0fd7c1,399eec76-ce7c-5e43-9e9f-319098317f3d,1,schedule,22.2500,40e2419c-574f-5c46-8acf-f4d6780f7cd3,,,
1b9a930f-e0fe-5ac1-83f7-9372c45ddae0,46ffd0a2-4070-5f9d-8916-b075ff014af1,399eec76-ce7c-5e43-9e9f-319098317f3d,1,schedule,22.2500,40e2419c-574f-5c46-8acf-f4d6780f7cd3,,,
5a8cc74d-9ab9-5472-919f-8fa0373f1c9e,03a09e8e-b323-5fc6-ade4-869cca67370b,3947ce26-205c-5123-982a-3bca9647e1a4,1,schedule,1572.0000,672a6653-9c5d-540d-bc1e-d6aa60560389,,f6b66212-2c1d-5bb5-bd13-02db21a6c7ca,missing_supplier_signal
032d0adf-eb9a-5c03-849f-596c01bdca67,db62757e-067c-598f-bfb7-f0b113d4b92d,28b428b8-3717-5569-9c44-bcb942b57494,1,schedule,11280.0000,98c09698-fcb6-5a1d-bb96-2c45722b59cc,,26c64d8f-fb24-5a4a-90d3-9060b44deef5,demand_shock
66fc3ff0-a28f-5859-b888-00b0cce34dd2,750f67f4-43db-5bb1-b0f4-fd2a1171ce1c,8d51c418-f44d-55bb-8142-f65eb3ab9c16,1,schedule,1272.0000,17cbb4fb-943b-5ea5-80a5-bb5ae59cca9e,,,
bff62965-0069-5d3b-a5d6-ef995da8ac42,9bde4194-9793-5567-a51f-ea22e7206579,83cebdfa-d79d-582b-86c7-f0021b74aa9b,1,schedule,1680.0000,19348610-5606-568b-86e0-9fcac79abd51,,,
e5e5267c-6164-534f-accc-8db68eaf54a9,2c80d0af-cf1b-53bc-8b88-d2bb7f62bfc3,2e4df2ac-514a-5472-bf71-fd4003b66f46,1,schedule,11520.0000,5c25d575-9588-525c-b788-cb817421c9a7,,330924c0-a71e-5ceb-a4fb-023c1217eb55,split_schedule
50e631b1-b513-536b-b6d0-efed11b94edb,2c80d0af-cf1b-53bc-8b88-d2bb7f62bfc3,45bb38f6-ffb6-59e8-be0f-8766802aae96,2,schedule,11520.0000,5c25d575-9588-525c-b788-cb817421c9a7,,330924c0-a71e-5ceb-a4fb-023c1217eb55,split_schedule
17d68feb-83bd-590c-806f-2bd2c51b66ea,ec08557c-e5d5-5d01-a85c-2fc14defff46,ed919c94-a8ee-5275-b7c4-360cb3e5ba98,1,schedule,185.0000,39c700e7-e8e3-5dfb-931c-5cacc743cbd9,,,
f079757b-c446-5c4d-9985-ff895a8bb77f,2aba5c9d-a9e3-5bd6-975a-c00a06d5e414,200d04ef-ec5e-52cb-8bc6-dce4026b88b5,1,schedule,12960.0000,aede0822-2f3d-58fa-bcde-67c948375d9a,,,
b0551366-e552-53af-85c7-1fa1ae7adf3c,bc28ea59-2107-50f3-a288-460823396ee8,2fcf01ec-1106-57b2-a698-73fa52591fd5,1,schedule,63.0000,9ce6418b-2170-565b-937f-4a40f24ad836,,cb406eee-e71a-58f3-9a3d-f629cc926955,missing_supplier_signal
5332961c-e468-5131-83e6-2052426ca501,45193cb5-9bf3-5a71-8014-0a669507b011,2e03baa1-c489-5efc-8447-6758062b0c68,1,schedule,5.0000,9c527f33-028f-5d47-bae6-724120323b24,,8964d56d-1702-5191-9df7-14023e2e1e5c;41ee4f90-f2a4-5a73-a1e2-f71ba583c666,demand_shock;missing_supplier_signal
7d5ccf8c-f41e-5ac0-b2f8-530268d98c09,16ad0dcc-d1da-5328-87a3-a82cea8cf7fe,c22d3524-2eed-5549-b63a-6ac97ce6df43,1,schedule,22320.0000,892f7ae3-ffbb-56a8-8b27-eb482fe89442,,3a0e2db4-adf7-5f33-9659-d2a1e9af6cb5,supplier_deterioration
367c9ea6-6dd4-5763-9048-a0c1451d0afa,f487aa41-2a21-5196-b74d-ececd54e7d7a,8b1ed8d5-2891-559a-987d-ce66f00db064,1,schedule,124.0000,8e6266e1-0d57-5a73-91cd-49f77a77c869,,82997d4c-0fd3-5dec-95f5-559fab4c8e80,supplier_deterioration
9aa6b401-557e-5770-8817-9626f2128790,510844fc-22e9-59fa-8ea0-50abbbaa8f20,5f798341-a83c-5491-9546-1c4a4b76cc0c,1,schedule,220.0000,aa298ba8-ff19-58fb-936b-99006e553db4,,,
056daf96-e128-539a-bb34-531a09e4ac5c,510844fc-22e9-59fa-8ea0-50abbbaa8f20,,2,line_residual,4.7819,aa298ba8-ff19-58fb-936b-99006e553db4,,,
8b90c6c9-3744-5a94-bb03-b54f36b92054,a4778e97-8b97-53fb-804b-37b04d672d83,69d515cb-f42d-5d40-8537-bb808c63feb5,1,schedule,71.0000,bf27940f-7320-5d0f-be59-ce3a9a08920c,,,
32f78bd1-94cd-5351-b532-0a3236bd1874,befb9b27-afad-5fcd-be03-25b4d83df350,91faa7cd-ed58-5905-9320-89f870ab1b88,1,schedule,194.0000,58e65b23-7b42-562c-9d22-f9a1eef929e9,,,
