id,purchase_order_id,source_load_id,supplier_id,amendment_version,buyer_group,currency_code,order_date,order_status,effective_at
d62599fa-fe9c-5f53-b39f-66ae1efa7c7d,bd207620-076a-566b-abf8-e9655c5c80c2,52daff6b-2e12-5836-9c79-9713f4d30b59,bd21beb4-4051-594d-8000-d00192519578,1,BG-06,AUD,2025-12-30,closed,2025-12-30T09:00:00+10:00
fdda03c9-b23d-579e-8a4b-48342d0f48af,10d1ab12-b1b4-56a2-8abc-44f913f9f74a,52daff6b-2e12-5836-9c79-9713f4d30b59,4bd49743-3f53-57b7-bbc5-6dab27206f37,1,BG-07,AUD,2026-02-25,closed,2026-02-25T09:00:00+10:00
f408102c-0d2b-5f00-a01c-7fbe7c393153,2e4e1fc2-111f-5481-ac90-144f53053e4a,52daff6b-2e12-5836-9c79-9713f4d30b59,f4263488-fb38-5a77-9b7d-bc1a9c185d5c,1,BG-08,AUD,2026-01-20,closed,2026-01-20T09:00:00+10:00
ac462678-1383-5563-bc32-f1aef413637e,c90842c9-cba6-5933-8746-d0165c9a2010,52daff6b-2e12-5836-9c79-9713f4d30b59,b019f662-4041-56d7-947a-ad0e19cbf3e5,1,BG-01,AUD,2025-03-29,closed,2025-03-29T09:00:00+10:00
b6ca7c17-5f71-5de9-abe1-1e61c961dd02,aea6d233-6471-54b3-a1ae-fc19a905828a,52daff6b-2e12-5836-9c79-9713f4d30b59,cc4ca321-02fa-50eb-8b86-5ba3c42b8ceb,1,BG-02,AUD,2024-09-22,closed,2024-09-22T09:00:00+10:00
09bf896b-c4fd-56a5-a6bc-5561b2bbbd95,bc072b32-879d-5a42-ac04-0d329f72f700,52daff6b-2e12-5836-9c79-9713f4d30b59,69943b6b-c286-5006-bfa5-bce4290c448f,1,BG-03,AUD,2025-01-11,closed,2025-01-11T09:00:00+10:00
3dd23405-6b0e-54c9-bf79-29939e0eefb1,675445c7-2ffc-5c90-93c1-cb16cd596945,52daff6b-2e12-5836-9c79-9713f4d30b59,4bd49743-3f53-57b7-bbc5-6dab27206f37,1,BG-04,AUD,2024-11-01,closed,2024-11-01T09:00:00+10:00
c824328b-f879-5918-b7e4-cf5273106794,aeb83215-724e-586e-9947-7bdc5b7a794d,52daff6b-2e12-5836-9c79-9713f4d30b59,4c9dd6bc-d4bf-53c9-872b-90b23ec8d5d5,1,BG-05,AUD,2024-09-01,closed,2024-09-01T09:00:00+10:00
90083f5c-2c36-5675-972d-5075413b4b3d,54afda41-d696-5f59-89a7-a1e68d202d91,52daff6b-2e12-5836-9c79-9713f4d30b59,938a277e-f12b-5e70-8354-56b03a77ce45,1,BG-06,AUD,2025-02-04,closed,2025-02-04T09:00:00+10:00
5620c54f-74cd-50b6-bc40-241d48bd73e5,22f07970-5d7d-5636-bb40-cb1fb5a93268,52daff6b-2e12-5836-9c79-9713f4d30b59,4c9dd6bc-d4bf-53c9-872b-90b23ec8d5d5,1,BG-07,AUD,2026-03-06,closed,2026-03-06T09:00:00+10:00
92f6f0f7-3087-596b-b895-fb1b534df277,bd063c40-e6c4-5d9f-89d0-e868d8f22952,52daff6b-2e12-5836-9c79-9713f4d30b59,f4263488-fb38-5a77-9b7d-bc1a9c185d5c,1,BG-08,AUD,2025-08-20,closed,2025-08-20T09:00:00+10:00
a67396b3-9c6b-55e6-b19e-e6bc8e0a0be6,e0e14aca-457c-56b1-997e-12b688ea8d7f,52daff6b-2e12-5836-9c79-9713f4d30b59,cc4ca321-02fa-50eb-8b86-5ba3c42b8ceb,1,BG-01,AUD,2024-08-02,closed,2024-08-02T09:00:00+10:00
32401144-06de-5bda-b570-a4fef6b3e8c8,82156181-aabe-5f06-8e8a-f24080e840a5,52daff6b-2e12-5836-9c79-9713f4d30b59,938a277e-f12b-5e70-8354-56b03a77ce45,1,BG-02,AUD,2024-10-03,closed,2024-10-03T09:00:00+10:00
8d5fef03-3c16-5958-90cf-a93a5196b090,db02c3c7-2d96-5b24-a97f-c2d4b800c48a,52daff6b-2e12-5836-9c79-9713f4d30b59,69943b6b-c286-5006-bfa5-bce4290c448f,1,BG-03,AUD,2024-10-06,closed,2024-10-06T09:00:00+10:00
33cbefad-605c-5e42-84b2-8f626b788524,45ef3768-9f5a-5fed-93d9-4f8a83e12e71,52daff6b-2e12-5836-9c79-9713f4d30b59,4bd49743-3f53-57b7-bbc5-6dab27206f37,1,BG-04,AUD,2024-10-22,closed,2024-10-22T09:00:00+10:00
16545598-4ba2-5ff7-9286-d5545deb1aaa,db96893f-44ed-5136-bb8c-9d7a6378c32d,52daff6b-2e12-5836-9c79-9713f4d30b59,8da861a0-52e8-5625-b430-3a22414d79fb,1,BG-05,AUD,2025-06-27,closed,2025-06-27T09:00:00+10:00
acff1581-ea61-571e-8801-40b33f3a55f0,a056fb01-b8de-5ae4-b80f-d22b2e00a72d,52daff6b-2e12-5836-9c79-9713f4d30b59,bd21beb4-4051-594d-8000-d00192519578,1,BG-06,AUD,2024-09-24,closed,2024-09-24T09:00:00+10:00
fa69723e-cbfe-5a20-9aad-b36f795fc354,e8926f31-e81c-5374-8fc5-bdfb8c86b538,52daff6b-2e12-5836-9c79-9713f4d30b59,69943b6b-c286-5006-bfa5-bce4290c448f,1,BG-07,AUD,2026-01-19,closed,2026-01-19T09:00:00+10:00
968977ee-0e15-5e46-bc1c-7c64d61ad276,9345622d-389d-5d73-b1a2-11d0871868aa,52daff6b-2e12-5836-9c79-9713f4d30b59,f4263488-fb38-5a77-9b7d-bc1a9c185d5c,1,BG-08,AUD,2025-06-05,closed,2025-06-05T09:00:00+10:00
547f1f1f-dbc3-52f7-9884-ff40325c5221,64813682-f05e-5761-a84e-36916f40e49a,52daff6b-2e12-5836-9c79-9713f4d30b59,8da861a0-52e8-5625-b430-3a22414d79fb,1,BG-01,AUD,2025-04-08,closed,2025-04-08T09:00:00+10:00
09637932-c31a-51ab-845e-fb52b1134680,913bac01-56da-5f94-883c-cd8bd8c3f20c,52daff6b-2e12-5836-9c79-9713f4d30b59,cc4ca321-02fa-50eb-8b86-5ba3c42b8ceb,1,BG-02,AUD,2025-10-19,closed,2025-10-19T09:00:00+10:00
3a5e809c-a1b3-5e49-97a3-e0a9c759ce64,2ec0acaf-1833-5fe5-9bb8-3894c20db565,52daff6b-2e12-5836-9c79-9713f4d30b59,58bb201a-b67a-5aa2-81e1-29ab62d99704,1,BG-03,AUD,2025-01-20,closed,2025-01-20T09:00:00+10:00
4a56f970-c9f2-5968-986e-50b81f7fb608,510d5140-4193-56e9-a231-cf2f75cbb2c7,52daff6b-2e12-5836-9c79-9713f4d30b59,6ab50693-de7e-5ce4-a00c-1129c9838c2f,1,BG-04,AUD,2025-03-22,closed,2025-03-22T09:00:00+10:00
43498ba9-d46e-52b4-8402-fc10d7170ea2,2c2f6b3a-a42c-5060-b8e6-397f62f2ee52,52daff6b-2e12-5836-9c79-9713f4d30b59,69943b6b-c286-5006-bfa5-bce4290c448f,1,BG-05,AUD,2026-02-16,closed,2026-02-16T09:00:00+10:00
ee455314-7b97-54bf-b32e-ec119e3b0b15,c38f238a-f6c5-5680-885a-aff7fe7ce470,52daff6b-2e12-5836-9c79-9713f4d30b59,58bb201a-b67a-5aa2-81e1-29ab62d99704,1,BG-06,AUD,2024-12-30,closed,2024-12-30T09:00:00+10:00
5a44b9f6-7170-59c2-a3dd-e8b318105caf,05fd588a-b18d-51d5-b493-2276c914bede,52daff6b-2e12-5836-9c79-9713f4d30b59,69943b6b-c286-5006-bfa5-bce4290c448f,1,BG-07,AUD,2025-09-09,closed,2025-09-09T09:00:00+10:00
3c60a948-3f54-5bd7-87c3-c0eae8d73ba5,a4e1a621-b8c0-5924-875d-cd2ef9427a9a,52daff6b-2e12-5836-9c79-9713f4d30b59,6ab50693-de7e-5ce4-a00c-1129c9838c2f,1,BG-08,AUD,2026-01-25,closed,2026-01-25T09:00:00+10:00
e22f36e9-6d58-5c1e-b7c9-694cd07fbbc9,635beae1-3291-5239-a0aa-73dc52d17dc5,52daff6b-2e12-5836-9c79-9713f4d30b59,f4263488-fb38-5a77-9b7d-bc1a9c185d5c,1,BG-01,AUD,2025-05-22,closed,2025-05-22T09:00:00+10:00
b896ceac-790c-58b8-86aa-656d7e2f107a,8b3a4b54-f9e5-5111-8553-633988718f07,52daff6b-2e12-5836-9c79-9713f4d30b59,4bd49743-3f53-57b7-bbc5-6dab27206f37,1,BG-02,AUD,2026-04-04,closed,2026-04-04T09:00:00+10:00
53611dc2-7fd0-5915-8a48-573480ca43f4,9c020320-fe01-56cf-8f5c-9a22f80ef7e0,52daff6b-2e12-5836-9c79-9713f4d30b59,4c9dd6bc-d4bf-53c9-872b-90b23ec8d5d5,1,BG-03,AUD,2024-07-14,closed,2024-07-14T09:00:00+10:00
b1fda5b8-dcfb-55c6-966f-0cf76e3eeba1,c9239759-57a3-5eaa-914c-6557a28350e8,52daff6b-2e12-5836-9c79-9713f4d30b59,69943b6b-c286-5006-bfa5-bce4290c448f,1,BG-04,AUD,2025-08-22,closed,2025-08-22T09:00:00+10:00
bb2d9d81-0ef0-52af-8ea7-bd6f1b16aab8,844f1178-6f6a-57a0-ae71-2a83b1d4f313,52daff6b-2e12-5836-9c79-9713f4d30b59,58bb201a-b67a-5aa2-81e1-29ab62d99704,1,BG-05,AUD,2025-01-13,closed,2025-01-13T09:00:00+10:00
50c638d3-8f4c-543c-adce-fc2ab59eff77,2dec3f25-08f7-5955-8fd8-7870656a6a0b,52daff6b-2e12-5836-9c79-9713f4d30b59,6ab50693-de7e-5ce4-a00c-1129c9838c2f,1,BG-06,AUD,2025-06-25,closed,2025-06-25T09:00:00+10:00
38a855a6-bd32-59e0-a7a3-468a52096b66,4fb9b005-5160-51fe-a572-03c3fc832bb7,52daff6b-2e12-5836-9c79-9713f4d30b59,58bb201a-b67a-5aa2-81e1-29ab62d99704,1,BG-07,AUD,2025-10-21,closed,2025-10-21T09:00:00+10:00
af2fcc29-1849-518d-a05f-df52d90c3b5b,e36fdd21-4e77-50cf-b327-1a2c20f895f4,52daff6b-2e12-5836-9c79-9713f4d30b59,f4263488-fb38-5a77-9b7d-bc1a9c185d5c,1,BG-08,AUD,2024-12-06,closed,2024-12-06T09:00:00+10:00
fb32ffbb-12ff-59b5-ace9-4043a469dd48,c6d91ed1-6a9d-5e09-a155-0798f2e49089,52daff6b-2e12-5836-9c79-9713f4d30b59,f4263488-fb38-5a77-9b7d-bc1a9c185d5c,1,BG-01,AUD,2025-10-09,closed,2025-10-09T09:00:00+10:00
db174f0e-041d-59dc-8bc0-8fa95466d0ba,fede1be0-ceb6-51c5-bff2-46b85107c6b9,52daff6b-2e12-5836-9c79-9713f4d30b59,4bd49743-3f53-57b7-bbc5-6dab27206f37,1,BG-02,AUD,2025-05-12,closed,2025-05-12T09:00:00+10:00
a586607a-fe5a-5b19-a64c-e5370b1379bd,23198268-a876-561d-82cc-8cd11e386336,52daff6b-2e12-5836-9c79-9713f4d30b59,f4263488-fb38-5a77-9b7d-bc1a9c185d5c,1,BG-03,AUD,2025-09-02,closed,2025-09-02T09:00:00+10:00
09deb629-aff7-591b-9ace-a351c7c1d12a,9ad5667a-51dc-5a03-b0d8-ca809da86080,52daff6b-2e12-5836-9c79-9713f4d30b59,58bb201a-b67a-5aa2-81e1-29ab62d99704,1,BG-04,AUD,2026-01-10,closed,2026-01-10T09:00:00+10:00
d2481fbc-e299-5721-bb8d-5658554051e1,3da24a4b-4928-5faa-b1c9-21593705157c,52daff6b-2e12-5836-9c79-9713f4d30b59,b019f662-4041-56d7-947a-ad0e19cbf3e5,1,BG-05,AUD,2025-07-07,closed,2025-07-07T09:00:00+10:00
ef6f1554-8b23-5f34-b5eb-03089382a65e,6c508b69-9dff-55b5-8684-568ffa0fb3be,52daff6b-2e12-5836-9c79-9713f4d30b59,c77963d8-1c44-520a-be00-9efc062d21d4,1,BG-06,AUD,2025-01-02,closed,2025-01-02T09:00:00+10:00
f3c922e0-28b8-5b9f-8c57-5bca14621ee0,2e22e117-2635-538b-9e02-ef5bf0b44250,52daff6b-2e12-5836-9c79-9713f4d30b59,4bd49743-3f53-57b7-bbc5-6dab27206f37,1,BG-07,AUD,2026-04-03,closed,2026-04-03T09:00:00+10:00
dc4c775c-a809-5ad9-8391-3420f026e460,e097add3-5d75-59ad-a9c6-5da9822386d7,52daff6b-2e12-5836-9c79-9713f4d30b59,4bd49743-3f53-57b7-bbc5-6dab27206f37,1,BG-08,AUD,2024-11-30,closed,2024-11-30T09:00:00+10:00
6f71e7b5-d56e-59bf-8939-1e6b602df924,6c8043df-f440-584b-96c2-cdf1ffb32a68,52daff6b-2e12-5836-9c79-9713f4d30b59,c77963d8-1c44-520a-be00-9efc062d21d4,1,BG-01,AUD,2024-07-04,closed,2024-07-04T09:00:00+10:00
446249f7-f5e7-56e3-b549-0ef33c5b16ce,fb0af56a-ab52-566a-9c01-208c911e063b,52daff6b-2e12-5836-9c79-9713f4d30b59,cc4ca321-02fa-50eb-8b86-5ba3c42b8ceb,1,BG-02,AUD,2025-12-20,closed,2025-12-20T09:00:00+10:00
fe380358-a44a-585d-91df-71972616ff6d,264fbe7a-4af8-534b-9384-d55dc79c4186,52daff6b-2e12-5836-9c79-9713f4d30b59,bd21beb4-4051-594d-8000-d00192519578,1,BG-03,AUD,2024-08-24,closed,2024-08-24T09:00:00+10:00
bb91579f-e35f-50ac-9660-8ff691439f94,a7457550-db5c-5fe2-bb61-fd34313ba9cb,52daff6b-2e12-5836-9c79-9713f4d30b59,4c9dd6bc-d4bf-53c9-872b-90b23ec8d5d5,1,BG-04,AUD,2025-03-10,closed,2025-03-10T09:00:00+10:00
8eaa1754-ae78-556a-b1b3-d4cfce68be7e,beb5cada-9d1b-5ac4-9447-807027f8410e,52daff6b-2e12-5836-9c79-9713f4d30b59,938a277e-f12b-5e70-8354-56b03a77ce45,1,BG-05,AUD,2026-02-23,closed,2026-02-23T09:00:00+10:00
96b35d66-4ec1-5dd7-9728-73c95b46aebd,8a49100f-7ad5-504b-97aa-e2e012433499,52daff6b-2e12-5836-9c79-9713f4d30b59,f4263488-fb38-5a77-9b7d-bc1a9c185d5c,1,BG-06,AUD,2025-06-18,closed,2025-06-18T09:00:00+10:00
d31865d1-28f8-59f6-a506-6c9f5796bbbe,4612ffcd-5245-50de-9da4-5459b1bfecd9,52daff6b-2e12-5836-9c79-9713f4d30b59,f4263488-fb38-5a77-9b7d-bc1a9c185d5c,1,BG-07,AUD,2024-11-21,closed,2024-11-21T09:00:00+10:00
23340b21-2b29-5e7c-a100-2d7d80784424,24df502c-8572-5b01-83c8-45ab6f390188,52daff6b-2e12-5836-9c79-9713f4d30b59,c77963d8-1c44-520a-be00-9efc062d21d4,1,BG-08,AUD,2024-09-16,closed,2024-09-16T09:00:00+10:00
65666332-4c04-5353-9464-447f6b8250f8,3293325d-5057-5563-88df-f5ee7a5b63fc,52daff6b-2e12-5836-9c79-9713f4d30b59,8da861a0-52e8-5625-b430-3a22414d79fb,1,BG-01,AUD,2024-10-18,closed,2024-10-18T09:00:00+10:00
7f631195-a2f8-5a57-8e6d-7ddbfca65bc4,0b9d7765-dfe9-5350-80d8-008ea96e414c,52daff6b-2e12-5836-9c79-9713f4d30b59,6ab50693-de7e-5ce4-a00c-1129c9838c2f,1,BG-02,AUD,2025-05-22,open,2025-05-22T09:00:00+10:00
fda10a8a-98f3-5c67-9316-f4c437736f26,ae3f3c36-873b-56e5-95e1-26ad58fef816,52daff6b-2e12-5836-9c79-9713f4d30b59,f4263488-fb38-5a77-9b7d-bc1a9c185d5c,1,BG-03,AUD,2026-06-24,open,2026-06-24T09:00:00+10:00
fb7eda4b-cde6-507b-81d1-6adca49baa9c,f9075a8e-6512-5bae-aa51-3107d619c54b,52daff6b-2e12-5836-9c79-9713f4d30b59,69943b6b-c286-5006-bfa5-bce4290c448f,1,BG-04,AUD,2026-05-02,open,2026-05-02T09:00:00+10:00
9fdc70b8-da07-56c1-96ab-f8d63f2d4471,c52e49d0-c6f2-500f-a9ac-c7559e6b512f,52daff6b-2e12-5836-9c79-9713f4d30b59,938a277e-f12b-5e70-8354-56b03a77ce45,1,BG-05,AUD,2026-06-11,open,2026-06-11T09:00:00+10:00
68250f04-5f1e-55ae-98fb-9065ee3d8d3b,083744f1-c358-53f7-ad3f-649d957cf293,52daff6b-2e12-5836-9c79-9713f4d30b59,4bd49743-3f53-57b7-bbc5-6dab27206f37,1,BG-06,AUD,2026-05-01,open,2026-05-01T09:00:00+10:00
1f071431-aff6-5067-965e-5ea3694dc5ca,5c67d664-2fc7-5704-a31d-29928b5f024f,52daff6b-2e12-5836-9c79-9713f4d30b59,bd21beb4-4051-594d-8000-d00192519578,1,BG-07,AUD,2026-05-31,open,2026-05-31T09:00:00+10:00
727e0ab1-8cac-5bb0-8606-6e09e7a80449,cfaea660-d57c-5dae-8022-18af8c8f14fd,52daff6b-2e12-5836-9c79-9713f4d30b59,4bd49743-3f53-57b7-bbc5-6dab27206f37,1,BG-08,AUD,2026-06-09,open,2026-06-09T09:00:00+10:00
2e2421ea-792d-5953-9a9b-5b8c2125781d,3d6b3067-4a66-5356-9294-467544ac7a3f,52daff6b-2e12-5836-9c79-9713f4d30b59,58bb201a-b67a-5aa2-81e1-29ab62d99704,1,BG-01,AUD,2026-06-19,open,2026-06-19T09:00:00+10:00
