id,po_line_id,source_schedule_key,schedule_version,scheduled_quantity,requested_date,confirmed_date,expected_date,schedule_status,scenario_ids
399eec76-ce7c-5e43-9e9f-319098317f3d,40e2419c-574f-5c46-8acf-f4d6780f7cd3,POL-00000049-SCH-1,1,2640.0000,2026-05-13,2026-05-16,2026-05-16,closed,
3947ce26-205c-5123-982a-3bca9647e1a4,672a6653-9c5d-540d-bc1e-d6aa60560389,POL-00000050-SCH-1,1,122.0000,2024-08-23,2024-08-25,2024-08-25,closed,missing_supplier_signal
28b428b8-3717-5569-9c44-bcb942b57494,98c09698-fcb6-5a1d-bb96-2c45722b59cc,POL-00000051-SCH-1,1,654.0000,2024-09-12,,2024-09-13,closed,demand_shock
8d51c418-f44d-55bb-8142-f65eb3ab9c16,17cbb4fb-943b-5ea5-80a5-bb5ae59cca9e,POL-00000052-SCH-1,1,1680.0000,2025-12-09,2025-12-12,2025-12-12,closed,
83cebdfa-d79d-582b-86c7-f0021b74aa9b,19348610-5606-568b-86e0-9fcac79abd51,POL-00000053-SCH-1,1,1242.0000,2024-10-27,2024-10-29,2024-10-29,closed,
2e4df2ac-514a-5472-bf71-fd4003b66f46,5c25d575-9588-525c-b788-cb817421c9a7,POL-00000054-SCH-1,1,61.6667,2025-12-20,2025-12-21,2025-12-21,closed,split_schedule
45bb38f6-ffb6-59e8-be0f-8766802aae96,5c25d575-9588-525c-b788-cb817421c9a7,POL-00000054-SCH-2,1,61.6667,2025-12-24,2025-12-25,2025-12-25,closed,split_schedule
8956a54c-36ba-59eb-a6f3-302ad11b2a0a,5c25d575-9588-525c-b788-cb817421c9a7,POL-00000054-SCH-3,1,61.6666,2025-12-30,,2025-12-31,closed,split_schedule
ed919c94-a8ee-5275-b7c4-360cb3e5ba98,39c700e7-e8e3-5dfb-931c-5cacc743cbd9,POL-00000055-SCH-1,1,14520.0000,2025-09-23,,2025-09-26,closed,
200d04ef-ec5e-52cb-8bc6-dce4026b88b5,aede0822-2f3d-58fa-bcde-67c948375d9a,POL-00000056-SCH-1,1,75.0000,2025-11-13,,2025-11-14,closed,
2fcf01ec-1106-57b2-a698-73fa52591fd5,9ce6418b-2170-565b-937f-4a40f24ad836,POL-00000057-SCH-1,1,181.0000,2025-02-17,2025-02-18,2025-02-18,closed,missing_supplier_signal
2e03baa1-c489-5efc-8447-6758062b0c68,9c527f33-028f-5d47-bae6-724120323b24,POL-00000058-SCH-1,1,12960.0000,2025-11-28,2025-11-28,2025-11-28,closed,demand_shock;missing_supplier_signal
c22d3524-2eed-5549-b63a-6ac97ce6df43,892f7ae3-ffbb-56a8-8b27-eb482fe89442,POL-00000059-SCH-1,1,19200.0000,2026-02-09,2026-02-12,2026-02-12,closed,supplier_deterioration
8b1ed8d5-2891-559a-987d-ce66f00db064,8e6266e1-0d57-5a73-91cd-49f77a77c869,POL-00000060-SCH-1,1,75360.0000,2025-04-12,2025-04-12,2025-04-12,closed,supplier_deterioration
5f798341-a83c-5491-9546-1c4a4b76cc0c,aa298ba8-ff19-58fb-936b-99006e553db4,POL-00000061-SCH-1,1,194.0000,2024-10-16,2024-10-18,2024-10-18,closed,
69d515cb-f42d-5d40-8537-bb808c63feb5,bf27940f-7320-5d0f-be59-ce3a9a08920c,POL-00000062-SCH-1,1,153.0000,2024-08-14,2024-08-17,2024-08-17,closed,
91faa7cd-ed58-5905-9320-89f870ab1b88,58e65b23-7b42-562c-9d22-f9a1eef929e9,POL-00000063-SCH-1,1,137.0000,2025-03-31,2025-04-01,2025-04-01,closed,
d182a406-840f-5093-ab7d-a484b9e6d010,79058de5-6ced-5adc-801f-2adc8b6a1aae,POL-00000064-SCH-1,1,103.5000,2025-07-19,2025-07-19,2025-07-19,closed,split_schedule
ed05f3cc-84d8-5fe9-a514-cef0f5cacaf4,79058de5-6ced-5adc-801f-2adc8b6a1aae,POL-00000064-SCH-2,1,103.5000,2025-07-21,2025-07-21,2025-07-21,closed,split_schedule
c0e1095c-ceb9-52dd-be54-b497b480e907,62da9cca-e860-54c6-bc92-f23053841f10,POL-00000065-SCH-1,1,376.0000,2025-04-24,2025-04-25,2025-04-25,closed,split_schedule
2b051a3c-4760-5e43-b2fb-48358e8bf14b,62da9cca-e860-54c6-bc92-f23053841f10,POL-00000065-SCH-2,1,376.0000,2025-04-28,2025-05-01,2025-05-01,closed,split_schedule
d16502a4-1dcd-5b05-abe7-ad132d8b2b8c,62da9cca-e860-54c6-bc92-f23053841f10,POL-00000065-SCH-3,1,376.0000,2025-04-30,2025-05-01,2025-05-01,closed,split_schedule
c6678152-05e6-5534-8832-7e30d07d362c,835b1afa-e602-50be-8f14-ad2dab6dbd0c,POL-00000066-SCH-1,1,6000.0000,2025-12-30,2025-12-31,2025-12-31,closed,demand_shock
f3e99cbe-200f-5b30-a415-ccf86b9da458,1bce04b7-af7d-5240-bb17-283c06d07e2c,POL-00000067-SCH-1,1,40560.0000,2025-03-27,2025-03-28,2025-03-28,closed,demand_shock
4615f33f-00e7-50e2-ab90-b32e0f9e6697,edfacbfe-c0e9-5b83-8a88-ea2ddade2505,POL-00000068-SCH-1,1,4896.0000,2025-11-01,2025-11-01,2025-11-01,closed,
d713c8c1-ab1c-54ba-86bf-593fe58cb9cb,e26658c5-824d-5ebd-a362-95b01d88784a,POL-00000069-SCH-1,1,18600.0000,2026-04-10,2026-04-11,2026-04-11,closed,
d3b62aa6-dae9-54ac-a468-853a61365eb3,badea73f-2fb7-5106-b94b-ddad16222504,POL-00000070-SCH-1,1,7200.0000,2026-02-20,2026-02-21,2026-02-21,closed,
e8c9585f-9fd1-55e5-b70c-657ed9329dab,63e8d0b5-1cdb-594b-a6f2-cf99b8ccc40c,POL-00000071-SCH-1,1,3576.0000,2025-05-26,2025-05-27,2025-05-27,closed,missing_supplier_signal
0b7f02b6-6cd8-5b76-911a-d0c438e13f0c,a47fefeb-7ed5-5842-a4bc-7f2387f48323,POL-00000072-SCH-1,1,21.0000,2026-04-09,2026-04-10,2026-04-10,closed,demand_shock
1084308e-e31c-57aa-82b0-1bf7f8c0474b,ae167c82-e1e3-5f71-a79c-b7bd04602684,POL-00000073-SCH-1,1,2580.0000,2026-06-23,2026-06-25,2026-06-25,closed,split_schedule
58507da5-4c1b-5169-8eb8-21f75048ac89,ae167c82-e1e3-5f71-a79c-b7bd04602684,POL-00000073-SCH-2,1,2580.0000,2026-06-29,2026-06-29,2026-06-29,closed,split_schedule
c1019c75-a7ed-5f28-bf2f-bd0bb7f5689a,bf65fab1-9bb1-5c27-8057-6245bcb4145f,POL-00000074-SCH-1,1,1596.0000,2025-05-15,2025-05-17,2025-05-17,closed,
d928c692-8360-5234-bc3c-522e201fd44d,95d2075c-06f6-5921-b556-b3801af2cc97,POL-00000075-SCH-1,1,15120.0000,2025-11-19,2025-11-21,2025-11-21,closed,demand_shock;missing_supplier_signal;supplier_deterioration
726857ec-c5fc-50d6-a332-446b2c38d7de,c2e4bc54-bb14-5994-9714-79dedadc7d5a,POL-00000076-SCH-1,1,35760.0000,2024-10-13,2024-10-16,2024-10-16,closed,
e614e598-972a-560c-b0f6-178e4921e6ce,51029d3e-8bcf-552b-ab8e-73a61667720c,POL-00000077-SCH-1,1,102240.0000,2025-06-10,2025-06-10,2025-06-10,cancelled,
cd2e93ef-1b1c-561e-81f1-c3c39ad20101,e411fb3a-577f-59d7-9270-d71cfb9f857f,POL-00000078-SCH-1,1,408.0000,2026-01-22,2026-01-24,2026-01-24,closed,
c6269d7b-72b7-5296-b7b8-11ad410a1086,b3ad5c07-0879-50eb-8b63-c914819f4557,POL-00000079-SCH-1,1,21.0000,2025-01-12,2025-01-12,2025-01-12,closed,
45717182-b534-50fb-be90-f364ce3b41b7,908e4463-b10d-5c8b-bb53-54aea6287028,POL-00000080-SCH-1,1,26040.0000,2025-09-23,2025-09-26,2025-09-26,closed,
c6e7a5fd-4265-55c2-ab2d-56e431a9b797,f16f9758-c3b7-5fdc-a33e-bbf4795057a8,POL-00000081-SCH-1,1,114.0000,2025-09-30,2025-10-02,2025-10-02,closed,
ea915e80-2062-57b4-a5d7-04b171725db7,71a874ad-7418-5660-a76c-cb742a43eef2,POL-00000082-SCH-1,1,37920.0000,2025-07-17,2025-07-19,2025-07-19,closed,
c0b3842a-77a1-54c0-93ee-a34c89956334,52c00efb-e404-51dd-b010-f330cd8675df,POL-00000083-SCH-1,1,43.7500,2026-03-06,2026-03-09,2026-03-09,closed,split_schedule
9b5b6722-83ae-5e6b-8888-7dd4ba3067ab,52c00efb-e404-51dd-b010-f330cd8675df,POL-00000083-SCH-2,1,43.7500,2026-03-15,2026-03-16,2026-03-16,closed,split_schedule
749c8fd3-5bee-549a-8809-bdeeada4141e,52c00efb-e404-51dd-b010-f330cd8675df,POL-00000083-SCH-3,1,43.7500,2026-03-16,2026-03-17,2026-03-17,closed,split_schedule
663d81f6-182f-5dbd-b588-06394d205333,52c00efb-e404-51dd-b010-f330cd8675df,POL-00000083-SCH-4,1,43.7500,2026-03-19,2026-03-21,2026-03-21,closed,split_schedule
8c075243-74bf-5171-99f2-c7be54a108f9,e067cf82-399c-5a02-a0ab-60a00039a528,POL-00000084-SCH-1,1,39840.0000,2025-07-28,2025-07-31,2025-07-31,closed,
d8846520-eee2-5a7c-a312-f22821e704bc,7093b327-e34d-52b4-8804-c7205737e0d1,POL-00000085-SCH-1,1,21360.0000,2026-01-20,2026-01-20,2026-01-20,closed,
9075f709-f6f3-58b2-85f5-16edb069f06d,c3977d7b-a25a-5238-a4b2-dd1730c3a4c6,POL-00000086-SCH-1,1,1002.0000,2025-02-10,2025-02-11,2025-02-11,closed,
f153214a-d297-59db-b611-b17fab3e92b9,1986de63-67d9-5898-82f3-586c85389f7d,POL-00000087-SCH-1,1,176.0000,2026-02-06,2026-02-08,2026-02-08,closed,
55a9b8ec-0f54-53e2-a18d-87c4a0f08be4,79bd8471-f158-56c5-b380-bf24d630bbc4,POL-00000088-SCH-1,1,12480.0000,2024-12-01,2024-12-02,2024-12-02,closed,
ad5934ee-1f71-579b-8643-671d9fd7464c,e2dc985e-3d7b-5249-8649-eb730712172d,POL-00000089-SCH-1,1,6096.0000,2025-03-05,2025-03-07,2025-03-07,closed,demand_shock
e762f642-9de3-555d-9d27-83e0814eb858,9cc258ce-8584-5d52-bc8c-7e5177de3100,POL-00000090-SCH-1,1,2208.0000,2024-10-27,2024-10-28,2024-10-28,closed,
ee24e784-7ded-5f73-ac3b-4f14474b358d,84c77b48-cd90-57da-93fa-6524adc2ca64,POL-00000091-SCH-1,1,1410.0000,2025-12-26,2025-12-26,2025-12-26,closed,split_schedule
485f61d2-7037-520c-a210-9c09b0a471c7,84c77b48-cd90-57da-93fa-6524adc2ca64,POL-00000091-SCH-2,1,1410.0000,2025-12-26,2025-12-29,2025-12-29,closed,split_schedule
b4a9cd7e-a9d7-5863-a110-24c05498438a,84c77b48-cd90-57da-93fa-6524adc2ca64,POL-00000091-SCH-3,1,1410.0000,2026-01-03,2026-01-03,2026-01-03,closed,split_schedule
eefa6b92-ac03-57aa-9822-8defdd0b28da,84c77b48-cd90-57da-93fa-6524adc2ca64,POL-00000091-SCH-4,1,1410.0000,2026-01-16,2026-01-19,2026-01-19,closed,split_schedule
93c8976b-4247-50bb-ae48-bec374db91ba,dcdefc65-3772-584c-b071-3715bcd1f4ab,POL-00000092-SCH-1,1,1760.0000,2026-05-02,2026-05-03,2026-05-03,closed,split_schedule
cf5da044-1a0c-5a03-8cfe-655ff39abe64,dcdefc65-3772-584c-b071-3715bcd1f4ab,POL-00000092-SCH-2,1,1760.0000,2026-05-04,2026-05-05,2026-05-05,closed,split_schedule
5d51a7b8-c031-597e-9fb0-d2e0fd161100,dcdefc65-3772-584c-b071-3715bcd1f4ab,POL-00000092-SCH-3,1,1760.0000,2026-05-18,2026-05-19,2026-05-19,closed,split_schedule
cb8d0ffb-c215-545a-9da3-48f9921de11e,929837a9-fc2f-58b0-b586-e9d5549c4bf7,POL-00000093-SCH-1,1,35.0000,2025-12-23,2025-12-24,2025-12-24,closed,
5af8a6f0-7423-5b55-8e92-c4306c0d7b95,f3dfe35e-3f70-59b9-811b-0e6a79cc3a9f,POL-00000094-SCH-1,1,18480.0000,2024-12-20,2024-12-21,2024-12-21,closed,
8a438b36-f9b6-5ac9-ba61-57cc0fdfd0fa,02f68fdb-1945-57a8-bbbe-aa77be70e9d4,POL-00000095-SCH-1,1,4600.0000,2025-04-24,2025-04-25,2025-04-25,closed,split_schedule
c6a86c43-be1c-56ed-808c-2f4120b05ade,02f68fdb-1945-57a8-bbbe-aa77be70e9d4,POL-00000095-SCH-2,1,4600.0000,2025-04-28,2025-04-30,2025-04-30,closed,split_schedule
d352708d-b270-508f-bbbe-df9ae7e2791c,02f68fdb-1945-57a8-bbbe-aa77be70e9d4,POL-00000095-SCH-3,1,4600.0000,2025-04-28,2025-04-29,2025-04-29,closed,split_schedule
5ec08152-f325-5fe4-ade4-6e68157ecd85,882b71bc-78a8-5c68-892e-0a1d21e8ab81,POL-00000096-SCH-1,1,576.0000,2025-04-29,2025-05-01,2025-05-01,closed,
3ee96326-d7c6-50f5-bcfe-e8d5b5cf2caa,de36a33a-a0d5-5131-bf84-251c788a2d19,POL-00000097-SCH-1,1,43920.0000,2025-05-08,2025-05-09,2025-05-09,closed,missing_supplier_signal
183e35b4-db11-5566-ba37-423edba20ac4,96a1841e-9c2b-5a52-b6f2-c80d4fc423d3,POL-00000098-SCH-1,1,924.0000,2025-01-29,2025-01-29,2025-01-29,closed,
88966fd8-9556-5693-b8b9-140381c106c3,c39c6ce8-69fb-5a2b-8b54-185a94119a47,POL-00000099-SCH-1,1,2520.0000,2025-11-12,2025-11-13,2025-11-13,closed,missing_inventory_signal
6e357b15-a2bc-53d3-83bd-d6d85e579e68,ffbfb137-4af0-562a-abfa-3ed8803628f7,POL-00000100-SCH-1,1,5880.0000,2026-03-14,2026-03-14,2026-03-14,closed,
6a9bde8d-9737-5e38-b81b-d232302e8b1d,462f8a8a-6a22-55c4-8e10-5955c96cfd7c,POL-00000101-SCH-1,1,137.0000,2026-02-07,2026-02-09,2026-02-09,closed,
c442ba06-f138-53bb-8a60-d2214aaf63ab,d2a8808c-fb88-5b33-ad8f-5757905a6f45,POL-00000102-SCH-1,1,184.0000,2025-11-17,2025-11-18,2025-11-18,closed,
47e02093-9f66-5bff-8ddd-fdf75eb5af07,d823b655-8b96-5352-adfb-b09cfe3ff09e,POL-00000103-SCH-1,1,5040.0000,2025-06-26,,2025-06-29,closed,
8a595dd8-0982-527b-86d1-5c99ffae9922,3dbc788e-4fc6-530a-baf4-e8588c4638c9,POL-00000104-SCH-1,1,4.3333,2025-11-11,2025-11-11,2025-11-11,closed,split_schedule
