id,source_system_id,source_load_id,po_line_id,receipt_document,receipt_item_sequence,transaction_type,source_quantity,source_uom,base_quantity,posted_at,corrects_receipt_id,late_receipt_flag,scenario_ids,scenario_types
843ae9c1-ff37-5736-930d-54d22cc642b3,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,79420c16-afb5-56df-a2b4-d93e71e71f5d,RCV-000000012,1,receipt,5616.0000,EA,5616.0000,2025-11-09T14:01:00+10:00,,false,,
52cba2df-e6fb-54de-90d9-30bde61ae13e,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,a0a10f6d-12c8-5674-9741-c3731075b0f2,RCV-000000013,1,receipt,24240.0000,EA,24240.0000,2025-05-25T14:01:00+10:00,,false,b1d3b62c-1272-57ee-b639-785fa11a605b,split_schedule
a1575349-ff61-5b1d-9016-4db60729e7a9,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,a0a10f6d-12c8-5674-9741-c3731075b0f2,RCV-000000014,1,receipt,24240.0000,EA,24240.0000,2025-05-22T14:02:00+10:00,,false,b1d3b62c-1272-57ee-b639-785fa11a605b,split_schedule
4af916ac-7aa8-5456-ba38-969d54b2b69d,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,3db4fcb7-69b2-5566-942b-e7d4c58dee1e,RCV-000000015,1,receipt,45.0000,EA,45.0000,2025-06-14T14:01:00+10:00,,true,f0d8a5b9-cff2-5b01-94da-6c05f67a421e;21a6ea2b-8786-5e0c-ae0b-7e8d16bf4f31,missing_supplier_signal;split_schedule
89adbb90-b897-5f4e-897c-77b6947944c3,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,34441233-560b-5b65-a286-5108f76a33ef,RCV-000000016,1,receipt,936.0000,EA,936.0000,2025-12-25T14:01:00+10:00,,false,,
3ccdf365-6276-5ae9-bf5c-2c8f34620f5e,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,25187d66-acb0-5687-9e42-b33e6a037e1c,RCV-000000017,1,receipt,38880.0000,EA,38880.0000,2025-04-07T14:01:00+10:00,,true,,
50ddec15-1fc4-52ba-a64c-19acbadc72c0,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,08744c8d-0e61-5f54-b4a6-d04b0ab974a6,RCV-000000018,1,receipt,8880.0000,EA,8880.0000,2025-01-03T14:01:00+10:00,,false,f014c724-3882-5284-8fe6-db2ca6ac0f74,demand_shock
0adfd1b8-291e-5d2f-812b-83efa29798b5,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,c5ca62a4-2f0f-5b33-806a-6be8fce15bf5,RCV-000000019,1,receipt,5670.0000,EA,5670.0000,2025-07-26T14:01:00+10:00,,true,,
dc7dc5d8-aea1-56e5-8e30-94d36bd14d1b,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,c5ca62a4-2f0f-5b33-806a-6be8fce15bf5,RCV-000000020,1,receipt,5670.0000,EA,5670.0000,2025-07-24T14:02:00+10:00,,true,,
776d3a81-5550-5344-b889-f0ee50f4bec4,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,c5ca62a4-2f0f-5b33-806a-6be8fce15bf5,RCV-000000021,1,receipt,5670.0000,EA,5670.0000,2025-07-22T14:03:00+10:00,,false,,
cc768796-b944-585e-a0cf-3c80c6ea4c54,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,c5ca62a4-2f0f-5b33-806a-6be8fce15bf5,RCV-000000022,1,receipt,5670.0000,EA,5670.0000,2025-07-21T14:04:00+10:00,,false,,
c82db920-5320-5097-98ec-ea3b4584ef0f,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,e05643b4-50bf-5570-ae8b-26fb0498c7ed,RCV-000000023,1,receipt,3816.0000,EA,3816.0000,2025-12-24T14:01:00+10:00,,false,651aa80e-cd35-59f5-a1ae-f63847890ce0,missing_inventory_signal
d1e1a05f-9c30-5a39-a59a-59736cd2d6b3,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,3b61bbac-32ae-53ef-a93b-14c36ce3f69e,RCV-000000024,1,receipt,19.0000,EA,19.0000,2025-05-26T14:01:00+10:00,,true,ed9b8c7d-2e31-52df-bdc4-74c5717300b5,missing_inventory_signal
084c550b-4555-5f39-bab0-0151c6d277a7,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,fbc77c24-ce2c-5380-80fc-2c89e3eabce8,RCV-000000025,1,receipt,9312.0000,EA,9312.0000,2025-06-21T14:01:00+10:00,,true,,
d46c9a5e-9097-50f8-9bdc-7f17136597c4,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,b0ee4c5a-a8c3-5b7a-b085-850298a7b7e1,RCV-000000026,1,receipt,200.0000,EA,200.0000,2025-08-09T14:01:00+10:00,,false,,
b918f50f-fbcc-5f51-a5e4-837053efd22b,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,ec607270-f5c5-5f93-82ba-c63e80a5f2b4,RCV-000000027,1,receipt,5184.0000,EA,5184.0000,2026-03-13T14:01:00+10:00,,false,,
586b4a07-e68b-5971-806f-313e436486b1,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,f66a333a-1041-5291-a7dd-abd95a50b8b1,RCV-000000028,1,receipt,215.0000,EA,215.0000,2026-05-12T14:01:00+10:00,,true,,
42b0f4d1-360a-5506-831a-0b62d35f30ce,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,b718bd51-ed12-52f8-956f-2efc43f07066,RCV-000000029,1,receipt,126.0000,EA,126.0000,2024-09-27T14:01:00+10:00,,false,,
9e9d7b39-cea2-5c99-a913-753a2825d373,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,fd8fdabe-4ad7-5d84-b597-bf2fff4848fb,RCV-000000030,1,receipt,163.0000,EA,163.0000,2025-08-07T14:01:00+10:00,,false,,
e9c9ed5c-0eac-510f-b6aa-4cf2857cabef,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,d22827f7-a7bf-5bd2-bf0b-a5a1083a39fa,RCV-000000031,1,receipt,13.0000,EA,13.0000,2025-12-05T14:01:00+10:00,,true,82b5216c-1eab-590c-9834-32a05250f3c7,supplier_deterioration
574f9ea0-c8a5-523f-b435-b9cd1279b8b7,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,80d83a2c-f968-5bd4-8921-b6de7fbf49c4,RCV-000000032,1,receipt,111.0000,EA,111.0000,2025-06-09T14:01:00+10:00,,true,48d368d5-2563-58aa-95ee-27672f36b725;cd1c4333-c040-5344-b4ac-47bb44946787,demand_shock;split_schedule
038d5052-775a-567d-b50c-dc3b2a1fc2fb,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,06cfe717-1ad3-594f-a89d-87ce247576d3,RCV-000000033,1,receipt,224.0000,EA,224.0000,2026-02-11T14:01:00+10:00,,false,b8b27154-1686-59f2-9cc5-e3cd4d8a56c1,split_schedule
d43011d1-1772-5296-b417-39769a965fa5,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,06cfe717-1ad3-594f-a89d-87ce247576d3,RCV-000000034,1,receipt,224.0000,EA,224.0000,2026-02-11T14:02:00+10:00,,false,b8b27154-1686-59f2-9cc5-e3cd4d8a56c1,split_schedule
a78742a0-0b82-5c32-8b1a-b16c91935f1b,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,06cfe717-1ad3-594f-a89d-87ce247576d3,RCV-000000035,1,receipt,224.0000,EA,224.0000,2026-02-18T14:03:00+10:00,,false,b8b27154-1686-59f2-9cc5-e3cd4d8a56c1,split_schedule
63510150-5992-5701-8c71-5ce9e25fc9f5,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,47145abc-775b-5315-91bd-88821a91f93f,RCV-000000036,1,receipt,288.0000,EA,288.0000,2025-01-25T14:01:00+10:00,,false,,
de649efb-c167-5ebc-89de-878ad0cfcfb4,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,47145abc-775b-5315-91bd-88821a91f93f,RCV-000000037,1,receipt,288.0000,EA,288.0000,2025-01-22T14:02:00+10:00,,false,,
51ed6cb4-60da-53b8-99a7-6aeb3955c946,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,47145abc-775b-5315-91bd-88821a91f93f,RCV-000000038,1,receipt,288.0000,EA,288.0000,2025-01-25T14:03:00+10:00,,false,,
d8cdf78b-2b33-532b-86c8-3bdf36804b4f,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,98b839a9-1729-5594-9052-7c1aeab0e49f,RCV-000000039,1,receipt,48000.0000,EA,48000.0000,2024-09-17T14:01:00+10:00,,true,,
d7fd9070-c72c-532f-86b3-a192fda8db47,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,1bf76ce1-1bb3-5c61-ad18-3158ab3ad95f,RCV-000000040,1,receipt,22800.0000,EA,22800.0000,2025-11-14T14:01:00+10:00,,false,,
09eeb683-5e29-54a5-b77f-9a9ec2815e38,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,195f6276-08bb-5bce-b97e-105457612217,RCV-000000041,1,receipt,185.0000,EA,185.0000,2025-04-17T14:01:00+10:00,,false,c19cadb1-5ccc-53d6-98ea-8d970700849e,missing_inventory_signal
74dbd4e2-7851-588e-954a-9b15c4b1ad70,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,c462ad18-3ac3-55ba-9e84-884e1028f93a,RCV-000000042,1,receipt,4320.0000,EA,4320.0000,2025-11-28T14:01:00+10:00,,false,,
f0c6e0dd-a1f8-53d6-bc7e-705f5b4d9bb9,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,0011c8b0-49e0-54b0-b611-a326d9a531f5,RCV-000000043,1,receipt,196.0000,EA,196.0000,2025-05-06T14:01:00+10:00,,false,027e6d0c-80a6-5f84-82a1-90e2b3f64eee,demand_shock
2f1e1703-db8e-5b96-bc45-6e7fcf71bb67,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,d17b1755-7202-55ed-9061-0f3d2c004bb4,RCV-000000044,1,receipt,208.0000,EA,208.0000,2026-01-24T14:01:00+10:00,,true,,
9a46dad0-7fde-5de2-9012-bf386627d58b,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,d17b1755-7202-55ed-9061-0f3d2c004bb4,RCV-000000045,1,receipt,208.0000,EA,208.0000,2026-01-28T14:02:00+10:00,,true,,
6583e3ad-e34a-5f0f-b32f-1433dc0de9c1,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,d17b1755-7202-55ed-9061-0f3d2c004bb4,RCV-000000046,1,receipt,208.0000,EA,208.0000,2026-01-26T14:03:00+10:00,,true,,
df60eecc-49a5-5c82-a914-b0b028799ab1,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,fd59b3a2-4e5c-5d79-a6eb-5df370c7cab3,RCV-000000047,1,receipt,1404.0000,EA,1404.0000,2024-08-12T14:01:00+10:00,,false,,
6174c083-a635-5dbc-972b-99cb7dfaf97f,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,ac5d1971-a942-5f45-8a71-1e4c34dcc0e0,RCV-000000048,1,receipt,172.0000,EA,172.0000,2024-12-07T14:01:00+10:00,,true,,
9788fd1b-2fb2-5607-8bd9-5af4de24f2dc,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,2f5b3101-e6ae-565e-952d-dd4a1f9d3dd5,RCV-000000049,1,receipt,25080.0000,EA,25080.0000,2024-12-13T14:01:00+10:00,,true,,
4fb77a97-2d26-5a46-90fd-6b3b97180eee,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,be4699fb-24f2-5244-98aa-bca3fe216696,RCV-000000050,1,receipt,840.0000,EA,840.0000,2025-07-23T14:01:00+10:00,,true,af3ae0ce-91ec-5771-8881-68d7bd79ef6a,split_schedule
a99ad676-840e-5164-ada0-3bb616983b6a,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,fb3447b6-0c01-5b9e-8ef2-3bbc0617c190,RCV-000000051,1,receipt,17040.0000,EA,17040.0000,2025-09-26T14:01:00+10:00,,true,3a806afb-0ab9-5235-9981-067a564aff9a,split_schedule
90932aee-40ad-5ff5-a062-6fd4d968d601,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,a00c208a-f092-5a8d-ba9d-bc4b9abf710d,RCV-000000052,1,receipt,2760.0000,EA,2760.0000,2025-01-26T14:01:00+10:00,,false,,
854ea0e1-a68d-54d6-89ef-c222fd89535c,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,e4580ee9-c958-5e49-8a90-a7245ac1bdc9,RCV-000000053,1,receipt,23280.0000,EA,23280.0000,2025-04-30T14:01:00+10:00,,true,,
52044772-a0c5-566a-a7c5-7df1ee830409,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,e8c1edd8-91d7-5faa-b016-b04e73ca09ff,RCV-000000054,1,receipt,1280.0000,EA,1280.0000,2024-10-03T14:01:00+10:00,,false,,
06a17940-d041-58df-8414-4fb02153b85c,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,e8c1edd8-91d7-5faa-b016-b04e73ca09ff,RCV-000000055,1,receipt,1280.0000,EA,1280.0000,2024-09-26T14:02:00+10:00,,false,,
1ccc6f3f-d6d0-5ca2-99a1-c5fcdbb459f4,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,e8c1edd8-91d7-5faa-b016-b04e73ca09ff,RCV-000000056,1,receipt,1280.0000,EA,1280.0000,2024-09-29T14:03:00+10:00,,false,,
b08fea74-6700-5f0d-94ed-f42490ed1b54,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,ce11f1e1-7d3d-51fc-9a8f-e4e3942c531c,RCV-000000057,1,receipt,140.0000,EA,140.0000,2025-01-15T14:01:00+10:00,,false,,
b3dd4c7a-7c7b-53b8-8c31-92abe4d6e034,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,8d48c95d-aa17-551b-9dab-c5013cba4766,RCV-000000058,1,receipt,180.0000,EA,180.0000,2024-09-08T14:01:00+10:00,,false,,
8981b27c-2bb7-5f14-82aa-65ce07c743f8,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,48371b30-3edd-53dc-9c05-07084ba3c371,RCV-000000059,1,receipt,852.0000,EA,852.0000,2024-11-26T14:01:00+10:00,,true,,
47d08e07-29d4-5484-90fa-99520ee6a87d,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,48371b30-3edd-53dc-9c05-07084ba3c371,RCV-000000060,1,receipt,852.0000,EA,852.0000,2024-11-22T14:02:00+10:00,,true,,
048208b0-ac17-516e-be1f-71b95d7a6c45,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,48371b30-3edd-53dc-9c05-07084ba3c371,RCV-000000061,1,receipt,852.0000,EA,852.0000,2024-11-26T14:03:00+10:00,,true,,
62bd5c30-aa18-56f1-8e05-b99a8a27d9a0,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,1da9178b-18a7-5908-8654-cdfdbdef1e0b,RCV-000000062,1,receipt,5280.0000,EA,5280.0000,2026-04-28T14:01:00+10:00,,true,,
9ba15c9e-eb1f-5ce4-9ab7-9031d38191d9,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,1da9178b-18a7-5908-8654-cdfdbdef1e0b,RCV-000000063,1,receipt,5280.0000,EA,5280.0000,2026-04-23T14:02:00+10:00,,true,,
e15bbf0f-cb9c-525d-82fb-ad9c58ea28ca,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,5d1de95a-e527-55df-8506-5944f16a4d1a,RCV-000000064,1,receipt,63.0000,EA,63.0000,2025-01-06T14:01:00+10:00,,false,,
c8ec9a21-c98f-511f-bbc2-71fad06bcd51,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,268047c5-7bb6-5a2c-8413-c4bf1828da77,RCV-000000065,1,receipt,70560.0000,EA,70560.0000,2025-04-11T14:01:00+10:00,,true,,
15e20588-a9d4-5765-9005-abaeac20a6eb,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,aa536455-e8a9-50ac-addd-12bc7d8439df,RCV-000000066,1,receipt,1584.0000,EA,1584.0000,2025-11-02T14:01:00+10:00,,false,a66fcb18-2a40-5224-91e2-af6275bb0db0,split_schedule
8ad9cde6-a4f4-5986-9c4d-7b06383711ca,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,40e2419c-574f-5c46-8acf-f4d6780f7cd3,RCV-000000067,1,receipt,22.2500,EA,22.2500,2026-05-06T14:01:00+10:00,,true,,
ae2dbeb5-314d-5fa2-b6b1-0582d6317da0,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,40e2419c-574f-5c46-8acf-f4d6780f7cd3,RCV-000000068,1,receipt,22.2500,EA,22.2500,2026-05-02T14:02:00+10:00,,true,,
f6fd817f-c822-5dab-9823-abc2de0fd7c1,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,40e2419c-574f-5c46-8acf-f4d6780f7cd3,RCV-000000069,1,receipt,22.2500,EA,22.2500,2026-04-29T14:03:00+10:00,,false,,
46ffd0a2-4070-5f9d-8916-b075ff014af1,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,40e2419c-574f-5c46-8acf-f4d6780f7cd3,RCV-000000070,1,receipt,22.2500,EA,22.2500,2026-05-04T14:04:00+10:00,,true,,
03a09e8e-b323-5fc6-ade4-869cca67370b,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,672a6653-9c5d-540d-bc1e-d6aa60560389,RCV-000000071,1,receipt,1572.0000,EA,1572.0000,2026-02-07T14:01:00+10:00,,true,f6b66212-2c1d-5bb5-bd13-02db21a6c7ca,missing_supplier_signal
db62757e-067c-598f-bfb7-f0b113d4b92d,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,98c09698-fcb6-5a1d-bb96-2c45722b59cc,RCV-000000072,1,receipt,11280.0000,EA,11280.0000,2026-03-27T14:01:00+10:00,,true,26c64d8f-fb24-5a4a-90d3-9060b44deef5,demand_shock
750f67f4-43db-5bb1-b0f4-fd2a1171ce1c,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,17cbb4fb-943b-5ea5-80a5-bb5ae59cca9e,RCV-000000073,1,receipt,1272.0000,EA,1272.0000,2026-04-12T14:01:00+10:00,,false,,
9bde4194-9793-5567-a51f-ea22e7206579,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,19348610-5606-568b-86e0-9fcac79abd51,RCV-000000074,1,receipt,1680.0000,EA,1680.0000,2025-12-07T14:01:00+10:00,,false,,
2c80d0af-cf1b-53bc-8b88-d2bb7f62bfc3,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,5c25d575-9588-525c-b788-cb817421c9a7,RCV-000000075,1,receipt,23040.0000,EA,23040.0000,2026-03-02T14:01:00+10:00,,true,330924c0-a71e-5ceb-a4fb-023c1217eb55,split_schedule
ec08557c-e5d5-5d01-a85c-2fc14defff46,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,39c700e7-e8e3-5dfb-931c-5cacc743cbd9,RCV-000000076,1,receipt,185.0000,EA,185.0000,2025-12-23T14:01:00+10:00,,true,,
2aba5c9d-a9e3-5bd6-975a-c00a06d5e414,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,aede0822-2f3d-58fa-bcde-67c948375d9a,RCV-000000077,1,receipt,12960.0000,EA,12960.0000,2025-09-05T14:01:00+10:00,,false,,
bc28ea59-2107-50f3-a288-460823396ee8,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,9ce6418b-2170-565b-937f-4a40f24ad836,RCV-000000078,1,receipt,63.0000,EA,63.0000,2025-02-24T14:01:00+10:00,,false,cb406eee-e71a-58f3-9a3d-f629cc926955,missing_supplier_signal
45193cb5-9bf3-5a71-8014-0a669507b011,c169851f-18a3-51fb-a3fb-9af1d41a47ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,9c527f33-028f-5d47-bae6-724120323b24,RCV-000000079,1,receipt,5.0000,EA,5.0000,2025-10-12T14:01:00+10:00,,false,8964d56d-1702-5191-9df7-14023e2e1e5c;41ee4f90-f2a4-5a73-a1e2-f71ba583c666,demand_shock;missing_supplier_signal
