id,source_load_id,product_id,site_id,source_requirement_ref,requirement_version,requirement_type,required_date,required_quantity,corrects_requirement_id,demand_class,product_category,demand_shock_flag
58b15d36-64b7-54cc-8ff6-d3bc7bfd625c,4aa2878d-7160-57a6-8595-bf7156857f7a,a7d6c9e4-45c8-576f-87b5-1b26791e19d6,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,DEM-a7d6c9e4-45c8-576f-87b5-1b26791e19d6-MEL-DC-3,1,forecast,2026-07-21,103.2787,,X,resale_finished_goods,false
bb72d4d1-6bc9-5ecc-a8c9-dd62ba3e239e,4aa2878d-7160-57a6-8595-bf7156857f7a,a7d6c9e4-45c8-576f-87b5-1b26791e19d6,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,DEM-a7d6c9e4-45c8-576f-87b5-1b26791e19d6-MEL-DC-4,1,forecast,2026-07-28,170.5399,,X,resale_finished_goods,false
487292d2-ff54-5a83-8cca-cd48064b0801,4aa2878d-7160-57a6-8595-bf7156857f7a,a7d6c9e4-45c8-576f-87b5-1b26791e19d6,cd80660b-3e07-58ef-88fb-4dfd4c14f755,DEM-a7d6c9e4-45c8-576f-87b5-1b26791e19d6-GEEL-MFG-1,1,firm,2026-07-07,157.1470,,X,resale_finished_goods,false
279722fe-23da-583b-b012-e8b590b44345,4aa2878d-7160-57a6-8595-bf7156857f7a,a7d6c9e4-45c8-576f-87b5-1b26791e19d6,cd80660b-3e07-58ef-88fb-4dfd4c14f755,DEM-a7d6c9e4-45c8-576f-87b5-1b26791e19d6-GEEL-MFG-2,1,forecast,2026-07-14,168.2591,,X,resale_finished_goods,false
220dfaf9-1bdf-5ac5-8d8d-ffeebb914bb5,4aa2878d-7160-57a6-8595-bf7156857f7a,a7d6c9e4-45c8-576f-87b5-1b26791e19d6,cd80660b-3e07-58ef-88fb-4dfd4c14f755,DEM-a7d6c9e4-45c8-576f-87b5-1b26791e19d6-GEEL-MFG-3,1,forecast,2026-07-21,176.6091,,X,resale_finished_goods,false
b944bcf7-b49e-57ce-8f65-f3a2c4166dab,4aa2878d-7160-57a6-8595-bf7156857f7a,a7d6c9e4-45c8-576f-87b5-1b26791e19d6,cd80660b-3e07-58ef-88fb-4dfd4c14f755,DEM-a7d6c9e4-45c8-576f-87b5-1b26791e19d6-GEEL-MFG-4,1,forecast,2026-07-28,148.9133,,X,resale_finished_goods,false
892f2c1f-23e2-5cac-8a5b-81c08cb3dddb,4aa2878d-7160-57a6-8595-bf7156857f7a,c893506d-df7e-55aa-9afa-b952b5e81a69,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,DEM-c893506d-df7e-55aa-9afa-b952b5e81a69-MEL-DC-1,1,firm,2026-07-07,152.4867,,X,components,false
e24bc32f-18dc-53e8-808a-434a25a0a2d8,4aa2878d-7160-57a6-8595-bf7156857f7a,c893506d-df7e-55aa-9afa-b952b5e81a69,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,DEM-c893506d-df7e-55aa-9afa-b952b5e81a69-MEL-DC-2,1,forecast,2026-07-14,149.3381,,X,components,false
6c07988d-8415-550c-a08c-05d650d865a5,4aa2878d-7160-57a6-8595-bf7156857f7a,c893506d-df7e-55aa-9afa-b952b5e81a69,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,DEM-c893506d-df7e-55aa-9afa-b952b5e81a69-MEL-DC-3,1,forecast,2026-07-21,177.7190,,X,components,false
ab95283e-abd4-5e6d-9864-8e3c9c10e5e8,4aa2878d-7160-57a6-8595-bf7156857f7a,c893506d-df7e-55aa-9afa-b952b5e81a69,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,DEM-c893506d-df7e-55aa-9afa-b952b5e81a69-MEL-DC-4,1,forecast,2026-07-28,91.5266,,X,components,false
22d8766f-b839-5ae3-8e01-b5ce5dd10b6f,4aa2878d-7160-57a6-8595-bf7156857f7a,c893506d-df7e-55aa-9afa-b952b5e81a69,cd80660b-3e07-58ef-88fb-4dfd4c14f755,DEM-c893506d-df7e-55aa-9afa-b952b5e81a69-GEEL-MFG-1,1,firm,2026-07-07,109.4812,,X,components,false
3b310d85-ff06-56dd-ab2b-228967bf68a5,4aa2878d-7160-57a6-8595-bf7156857f7a,c893506d-df7e-55aa-9afa-b952b5e81a69,cd80660b-3e07-58ef-88fb-4dfd4c14f755,DEM-c893506d-df7e-55aa-9afa-b952b5e81a69-GEEL-MFG-2,1,forecast,2026-07-14,127.3395,,X,components,false
1b0dfd52-f3cc-5418-82f3-4bcb5797d9ad,4aa2878d-7160-57a6-8595-bf7156857f7a,c893506d-df7e-55aa-9afa-b952b5e81a69,cd80660b-3e07-58ef-88fb-4dfd4c14f755,DEM-c893506d-df7e-55aa-9afa-b952b5e81a69-GEEL-MFG-3,1,forecast,2026-07-21,145.3498,,X,components,false
b481551b-63de-50c7-a088-e8afc1d47525,4aa2878d-7160-57a6-8595-bf7156857f7a,c893506d-df7e-55aa-9afa-b952b5e81a69,cd80660b-3e07-58ef-88fb-4dfd4c14f755,DEM-c893506d-df7e-55aa-9afa-b952b5e81a69-GEEL-MFG-4,1,forecast,2026-07-28,125.6596,,X,components,false
7b74d0fd-c024-5553-aee1-738101712dc4,4aa2878d-7160-57a6-8595-bf7156857f7a,fe8d9660-d333-56ab-a5ca-bb18ef310089,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,DEM-fe8d9660-d333-56ab-a5ca-bb18ef310089-MEL-DC-1,1,firm,2026-07-07,116.6022,,Y,components,false
62061be5-ce87-5797-9907-aa08c0f89a03,4aa2878d-7160-57a6-8595-bf7156857f7a,fe8d9660-d333-56ab-a5ca-bb18ef310089,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,DEM-fe8d9660-d333-56ab-a5ca-bb18ef310089-MEL-DC-2,1,forecast,2026-07-14,89.2260,,Y,components,false
afea9d5b-fe5a-5e0e-ad9e-3065678c894a,4aa2878d-7160-57a6-8595-bf7156857f7a,fe8d9660-d333-56ab-a5ca-bb18ef310089,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,DEM-fe8d9660-d333-56ab-a5ca-bb18ef310089-MEL-DC-3,1,forecast,2026-07-21,97.0011,,Y,components,false
d045e95f-daf6-54cc-b753-99c2b26a2221,4aa2878d-7160-57a6-8595-bf7156857f7a,fe8d9660-d333-56ab-a5ca-bb18ef310089,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,DEM-fe8d9660-d333-56ab-a5ca-bb18ef310089-MEL-DC-4,1,forecast,2026-07-28,67.8126,,Y,components,false
df502334-ca2b-5bc7-a528-626f1f1a5067,4aa2878d-7160-57a6-8595-bf7156857f7a,fe8d9660-d333-56ab-a5ca-bb18ef310089,cd80660b-3e07-58ef-88fb-4dfd4c14f755,DEM-fe8d9660-d333-56ab-a5ca-bb18ef310089-GEEL-MFG-1,1,firm,2026-07-07,76.4118,,Y,components,false
cf5a1d6d-8c70-5acd-aa1d-f9f22f201955,4aa2878d-7160-57a6-8595-bf7156857f7a,fe8d9660-d333-56ab-a5ca-bb18ef310089,cd80660b-3e07-58ef-88fb-4dfd4c14f755,DEM-fe8d9660-d333-56ab-a5ca-bb18ef310089-GEEL-MFG-2,1,forecast,2026-07-14,92.4259,,Y,components,false
b631251f-93b9-5f1e-a621-037221b42ec6,4aa2878d-7160-57a6-8595-bf7156857f7a,fe8d9660-d333-56ab-a5ca-bb18ef310089,cd80660b-3e07-58ef-88fb-4dfd4c14f755,DEM-fe8d9660-d333-56ab-a5ca-bb18ef310089-GEEL-MFG-3,1,forecast,2026-07-21,105.7428,,Y,components,false
de5745cb-8298-5af9-a673-8d2266bf13ea,4aa2878d-7160-57a6-8595-bf7156857f7a,fe8d9660-d333-56ab-a5ca-bb18ef310089,cd80660b-3e07-58ef-88fb-4dfd4c14f755,DEM-fe8d9660-d333-56ab-a5ca-bb18ef310089-GEEL-MFG-4,1,forecast,2026-07-28,93.1441,,Y,components,false
1b046e4b-facb-589b-a035-86a9972a4364,4aa2878d-7160-57a6-8595-bf7156857f7a,83051d14-4fa3-53bd-ac60-523a406fc21f,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,DEM-83051d14-4fa3-53bd-ac60-523a406fc21f-MEL-DC-1,1,firm,2026-07-07,94.6512,,Y,resale_finished_goods,false
93897664-349c-5140-9c14-a83bf7c16867,4aa2878d-7160-57a6-8595-bf7156857f7a,83051d14-4fa3-53bd-ac60-523a406fc21f,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,DEM-83051d14-4fa3-53bd-ac60-523a406fc21f-MEL-DC-2,1,forecast,2026-07-14,74.8936,,Y,resale_finished_goods,false
a8359238-a839-5c87-8e5b-6479e3c5a1a7,4aa2878d-7160-57a6-8595-bf7156857f7a,83051d14-4fa3-53bd-ac60-523a406fc21f,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,DEM-83051d14-4fa3-53bd-ac60-523a406fc21f-MEL-DC-3,1,forecast,2026-07-21,156.8410,,Y,resale_finished_goods,true
291e402c-bd5d-591c-b6f2-f2a7e6c77c7b,4aa2878d-7160-57a6-8595-bf7156857f7a,83051d14-4fa3-53bd-ac60-523a406fc21f,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,DEM-83051d14-4fa3-53bd-ac60-523a406fc21f-MEL-DC-4,1,forecast,2026-07-28,113.2465,,Y,resale_finished_goods,false
237030f3-416b-556c-992b-16cfbc29db08,4aa2878d-7160-57a6-8595-bf7156857f7a,83051d14-4fa3-53bd-ac60-523a406fc21f,cd80660b-3e07-58ef-88fb-4dfd4c14f755,DEM-83051d14-4fa3-53bd-ac60-523a406fc21f-GEEL-MFG-1,1,firm,2026-07-07,98.5722,,Y,resale_finished_goods,false
30a2cd50-0b28-5038-83aa-a2bcdb4b9af7,4aa2878d-7160-57a6-8595-bf7156857f7a,83051d14-4fa3-53bd-ac60-523a406fc21f,cd80660b-3e07-58ef-88fb-4dfd4c14f755,DEM-83051d14-4fa3-53bd-ac60-523a406fc21f-GEEL-MFG-2,1,forecast,2026-07-14,77.4362,,Y,resale_finished_goods,false
da709a00-6fee-5071-a145-6a71f6ac36cc,4aa2878d-7160-57a6-8595-bf7156857f7a,83051d14-4fa3-53bd-ac60-523a406fc21f,cd80660b-3e07-58ef-88fb-4dfd4c14f755,DEM-83051d14-4fa3-53bd-ac60-523a406fc21f-GEEL-MFG-3,1,forecast,2026-07-21,106.4466,,Y,resale_finished_goods,false
470d037c-8ab0-5082-92d1-8ade0a2cdd6d,4aa2878d-7160-57a6-8595-bf7156857f7a,83051d14-4fa3-53bd-ac60-523a406fc21f,cd80660b-3e07-58ef-88fb-4dfd4c14f755,DEM-83051d14-4fa3-53bd-ac60-523a406fc21f-GEEL-MFG-4,1,forecast,2026-07-28,65.5183,,Y,resale_finished_goods,false
f1d171a3-8096-515c-a857-bb03a62d0ef7,4aa2878d-7160-57a6-8595-bf7156857f7a,9de01ee7-8a99-53e4-9894-1eb2457782be,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,DEM-9de01ee7-8a99-53e4-9894-1eb2457782be-MEL-DC-1,1,firm,2026-07-07,104.1537,,Y,resale_finished_goods,false
2e55c9b7-08d0-5524-b713-cdcf7115b0f3,4aa2878d-7160-57a6-8595-bf7156857f7a,9de01ee7-8a99-53e4-9894-1eb2457782be,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,DEM-9de01ee7-8a99-53e4-9894-1eb2457782be-MEL-DC-2,1,forecast,2026-07-14,63.6653,,Y,resale_finished_goods,false
d32c7f92-38ec-5663-a2c3-64f19dbbf53f,4aa2878d-7160-57a6-8595-bf7156857f7a,9de01ee7-8a99-53e4-9894-1eb2457782be,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,DEM-9de01ee7-8a99-53e4-9894-1eb2457782be-MEL-DC-3,1,forecast,2026-07-21,112.0933,,Y,resale_finished_goods,false
23f9230d-467e-5d66-8cc4-fc1dd8308a53,4aa2878d-7160-57a6-8595-bf7156857f7a,9de01ee7-8a99-53e4-9894-1eb2457782be,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,DEM-9de01ee7-8a99-53e4-9894-1eb2457782be-MEL-DC-4,1,forecast,2026-07-28,65.1915,,Y,resale_finished_goods,false
59788134-9257-50e3-bc3c-bfd603d61b2e,4aa2878d-7160-57a6-8595-bf7156857f7a,9de01ee7-8a99-53e4-9894-1eb2457782be,cd80660b-3e07-58ef-88fb-4dfd4c14f755,DEM-9de01ee7-8a99-53e4-9894-1eb2457782be-GEEL-MFG-1,1,firm,2026-07-07,85.5035,,Y,resale_finished_goods,false
f6544796-e3e5-5b14-b4b3-c4136381c128,4aa2878d-7160-57a6-8595-bf7156857f7a,9de01ee7-8a99-53e4-9894-1eb2457782be,cd80660b-3e07-58ef-88fb-4dfd4c14f755,DEM-9de01ee7-8a99-53e4-9894-1eb2457782be-GEEL-MFG-2,1,forecast,2026-07-14,116.1552,,Y,resale_finished_goods,false
49ce9b5b-724d-57c2-9646-14f104e8bb84,4aa2878d-7160-57a6-8595-bf7156857f7a,9de01ee7-8a99-53e4-9894-1eb2457782be,cd80660b-3e07-58ef-88fb-4dfd4c14f755,DEM-9de01ee7-8a99-53e4-9894-1eb2457782be-GEEL-MFG-3,1,forecast,2026-07-21,65.0388,,Y,resale_finished_goods,false
0dae7e7f-0599-5fd6-ab57-7af08a325e1e,4aa2878d-7160-57a6-8595-bf7156857f7a,9de01ee7-8a99-53e4-9894-1eb2457782be,cd80660b-3e07-58ef-88fb-4dfd4c14f755,DEM-9de01ee7-8a99-53e4-9894-1eb2457782be-GEEL-MFG-4,1,forecast,2026-07-28,74.6703,,Y,resale_finished_goods,false
08e14c1e-aad2-552d-90a8-a09fdf13443b,4aa2878d-7160-57a6-8595-bf7156857f7a,0ddb5f45-3bf7-5460-a1dc-4b0097c4c8d6,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,DEM-0ddb5f45-3bf7-5460-a1dc-4b0097c4c8d6-MEL-DC-1,1,firm,2026-07-07,151.3445,,X,mro_consumables,false
946e58f2-5afb-5515-b531-e4af4554f35c,4aa2878d-7160-57a6-8595-bf7156857f7a,0ddb5f45-3bf7-5460-a1dc-4b0097c4c8d6,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,DEM-0ddb5f45-3bf7-5460-a1dc-4b0097c4c8d6-MEL-DC-2,1,forecast,2026-07-14,169.4487,,X,mro_consumables,false
795088c7-ddd6-50e4-94e9-c53f170dca3f,4aa2878d-7160-57a6-8595-bf7156857f7a,0ddb5f45-3bf7-5460-a1dc-4b0097c4c8d6,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,DEM-0ddb5f45-3bf7-5460-a1dc-4b0097c4c8d6-MEL-DC-3,1,forecast,2026-07-21,138.1452,,X,mro_consumables,false
6037ee98-4990-574a-ad32-2349cc08e766,4aa2878d-7160-57a6-8595-bf7156857f7a,0ddb5f45-3bf7-5460-a1dc-4b0097c4c8d6,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,DEM-0ddb5f45-3bf7-5460-a1dc-4b0097c4c8d6-MEL-DC-4,1,forecast,2026-07-28,115.4417,,X,mro_consumables,false
b1e98223-75df-5ceb-8d99-5350a33badd7,4aa2878d-7160-57a6-8595-bf7156857f7a,0ddb5f45-3bf7-5460-a1dc-4b0097c4c8d6,cd80660b-3e07-58ef-88fb-4dfd4c14f755,DEM-0ddb5f45-3bf7-5460-a1dc-4b0097c4c8d6-GEEL-MFG-1,1,firm,2026-07-07,132.2851,,X,mro_consumables,false
6bd4eb8b-0830-5f8a-8922-0a1875d72fbb,4aa2878d-7160-57a6-8595-bf7156857f7a,0ddb5f45-3bf7-5460-a1dc-4b0097c4c8d6,cd80660b-3e07-58ef-88fb-4dfd4c14f755,DEM-0ddb5f45-3bf7-5460-a1dc-4b0097c4c8d6-GEEL-MFG-2,1,forecast,2026-07-14,103.1494,,X,mro_consumables,false
3f9c974a-5111-5916-8a30-64c9459c526c,4aa2878d-7160-57a6-8595-bf7156857f7a,0ddb5f45-3bf7-5460-a1dc-4b0097c4c8d6,cd80660b-3e07-58ef-88fb-4dfd4c14f755,DEM-0ddb5f45-3bf7-5460-a1dc-4b0097c4c8d6-GEEL-MFG-3,1,forecast,2026-07-21,104.4408,,X,mro_consumables,false
90a1967a-d217-5f35-bbfd-7a2ea1f28cac,4aa2878d-7160-57a6-8595-bf7156857f7a,0ddb5f45-3bf7-5460-a1dc-4b0097c4c8d6,cd80660b-3e07-58ef-88fb-4dfd4c14f755,DEM-0ddb5f45-3bf7-5460-a1dc-4b0097c4c8d6-GEEL-MFG-4,1,forecast,2026-07-28,166.2686,,X,mro_consumables,false
c49640c7-df1f-54b2-a901-a10ec0011f53,4aa2878d-7160-57a6-8595-bf7156857f7a,fadf08a0-1d4f-563b-bd91-b87b31f373eb,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,DEM-fadf08a0-1d4f-563b-bd91-b87b31f373eb-MEL-DC-1,1,firm,2026-07-07,162.5260,,X,resale_finished_goods,false
e20a8f35-caa0-5762-ab96-d66126088d59,4aa2878d-7160-57a6-8595-bf7156857f7a,fadf08a0-1d4f-563b-bd91-b87b31f373eb,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,DEM-fadf08a0-1d4f-563b-bd91-b87b31f373eb-MEL-DC-2,1,forecast,2026-07-14,127.9947,,X,resale_finished_goods,false
20b94c0b-2867-550c-b76a-c20d5426ce74,4aa2878d-7160-57a6-8595-bf7156857f7a,fadf08a0-1d4f-563b-bd91-b87b31f373eb,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,DEM-fadf08a0-1d4f-563b-bd91-b87b31f373eb-MEL-DC-3,1,forecast,2026-07-21,108.2044,,X,resale_finished_goods,false
1c20ba5b-1fe9-5a9a-9feb-9983ab720d35,4aa2878d-7160-57a6-8595-bf7156857f7a,fadf08a0-1d4f-563b-bd91-b87b31f373eb,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,DEM-fadf08a0-1d4f-563b-bd91-b87b31f373eb-MEL-DC-4,1,forecast,2026-07-28,121.1530,,X,resale_finished_goods,false
7086771c-b527-5234-9198-25712625edf5,4aa2878d-7160-57a6-8595-bf7156857f7a,fadf08a0-1d4f-563b-bd91-b87b31f373eb,cd80660b-3e07-58ef-88fb-4dfd4c14f755,DEM-fadf08a0-1d4f-563b-bd91-b87b31f373eb-GEEL-MFG-1,1,firm,2026-07-07,109.6277,,X,resale_finished_goods,false
8de5d615-2a77-5141-8909-76b49d02e747,4aa2878d-7160-57a6-8595-bf7156857f7a,fadf08a0-1d4f-563b-bd91-b87b31f373eb,cd80660b-3e07-58ef-88fb-4dfd4c14f755,DEM-fadf08a0-1d4f-563b-bd91-b87b31f373eb-GEEL-MFG-2,1,forecast,2026-07-14,268.8267,,X,resale_finished_goods,true
ca4fad1e-7c9c-54cd-b9e1-826b4c04e82d,4aa2878d-7160-57a6-8595-bf7156857f7a,fadf08a0-1d4f-563b-bd91-b87b31f373eb,cd80660b-3e07-58ef-88fb-4dfd4c14f755,DEM-fadf08a0-1d4f-563b-bd91-b87b31f373eb-GEEL-MFG-3,1,forecast,2026-07-21,185.4458,,X,resale_finished_goods,false
d3ff2215-9bad-5df1-aaf2-556b65828a4f,4aa2878d-7160-57a6-8595-bf7156857f7a,fadf08a0-1d4f-563b-bd91-b87b31f373eb,cd80660b-3e07-58ef-88fb-4dfd4c14f755,DEM-fadf08a0-1d4f-563b-bd91-b87b31f373eb-GEEL-MFG-4,1,forecast,2026-07-28,116.1497,,X,resale_finished_goods,false
567870a3-f6a9-530e-b897-257f3157a43a,4aa2878d-7160-57a6-8595-bf7156857f7a,f6f9c5be-111c-512f-b859-607b24323b36,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,DEM-f6f9c5be-111c-512f-b859-607b24323b36-MEL-DC-1,1,firm,2026-07-07,324.8870,,X,resale_finished_goods,true
011da783-f012-5525-9f7f-3ebf20ba9566,4aa2878d-7160-57a6-8595-bf7156857f7a,f6f9c5be-111c-512f-b859-607b24323b36,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,DEM-f6f9c5be-111c-512f-b859-607b24323b36-MEL-DC-2,1,forecast,2026-07-14,149.2297,,X,resale_finished_goods,false
55d80c18-454e-5467-827b-69960a10b12d,4aa2878d-7160-57a6-8595-bf7156857f7a,f6f9c5be-111c-512f-b859-607b24323b36,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,DEM-f6f9c5be-111c-512f-b859-607b24323b36-MEL-DC-3,1,forecast,2026-07-21,139.4677,,X,resale_finished_goods,false
e811376a-52a5-5d96-8d6a-52c5795d95b6,4aa2878d-7160-57a6-8595-bf7156857f7a,f6f9c5be-111c-512f-b859-607b24323b36,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,DEM-f6f9c5be-111c-512f-b859-607b24323b36-MEL-DC-4,1,forecast,2026-07-28,146.1096,,X,resale_finished_goods,false
04bbe2da-3c55-5649-abbb-d4f8bc4f36bd,4aa2878d-7160-57a6-8595-bf7156857f7a,f6f9c5be-111c-512f-b859-607b24323b36,cd80660b-3e07-58ef-88fb-4dfd4c14f755,DEM-f6f9c5be-111c-512f-b859-607b24323b36-GEEL-MFG-1,1,firm,2026-07-07,170.1517,,X,resale_finished_goods,false
08598142-199b-5621-92de-944fc274685c,4aa2878d-7160-57a6-8595-bf7156857f7a,f6f9c5be-111c-512f-b859-607b24323b36,cd80660b-3e07-58ef-88fb-4dfd4c14f755,DEM-f6f9c5be-111c-512f-b859-607b24323b36-GEEL-MFG-2,1,forecast,2026-07-14,109.4016,,X,resale_finished_goods,false
ea37dc57-7a80-5a41-a2d0-876204f22054,4aa2878d-7160-57a6-8595-bf7156857f7a,f6f9c5be-111c-512f-b859-607b24323b36,cd80660b-3e07-58ef-88fb-4dfd4c14f755,DEM-f6f9c5be-111c-512f-b859-607b24323b36-GEEL-MFG-3,1,forecast,2026-07-21,142.5177,,X,resale_finished_goods,false
1732de71-3594-5289-8d43-38b1a4ac905f,4aa2878d-7160-57a6-8595-bf7156857f7a,f6f9c5be-111c-512f-b859-607b24323b36,cd80660b-3e07-58ef-88fb-4dfd4c14f755,DEM-f6f9c5be-111c-512f-b859-607b24323b36-GEEL-MFG-4,1,forecast,2026-07-28,156.1126,,X,resale_finished_goods,false
4e8f9dda-2395-5ffe-8c51-92403d159006,4aa2878d-7160-57a6-8595-bf7156857f7a,36da40b4-9e68-5588-9074-f6f8ee0422d2,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,DEM-36da40b4-9e68-5588-9074-f6f8ee0422d2-MEL-DC-1,1,firm,2026-07-07,197.3718,,Y,resale_finished_goods,true
4f74bdf9-3ff7-5ff8-ac13-22e0a234c392,4aa2878d-7160-57a6-8595-bf7156857f7a,36da40b4-9e68-5588-9074-f6f8ee0422d2,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,DEM-36da40b4-9e68-5588-9074-f6f8ee0422d2-MEL-DC-2,1,forecast,2026-07-14,110.4196,,Y,resale_finished_goods,false
b75a981c-9b9b-523a-8a2d-9eaf6bb5773f,4aa2878d-7160-57a6-8595-bf7156857f7a,36da40b4-9e68-5588-9074-f6f8ee0422d2,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,DEM-36da40b4-9e68-5588-9074-f6f8ee0422d2-MEL-DC-3,1,forecast,2026-07-21,69.5310,,Y,resale_finished_goods,false
a885880f-b180-5809-941b-b2c8db73b182,4aa2878d-7160-57a6-8595-bf7156857f7a,36da40b4-9e68-5588-9074-f6f8ee0422d2,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,DEM-36da40b4-9e68-5588-9074-f6f8ee0422d2-MEL-DC-4,1,forecast,2026-07-28,101.9980,,Y,resale_finished_goods,false
