id,product_id,site_id,safety_stock_quantity,policy_source,substitution_group,criticality,effective_from,effective_to
e33d5dec-a3ae-5182-a9d6-5881619bd1d0,9de01ee7-8a99-53e4-9894-1eb2457782be,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,235.0000,synthetic_policy_v1,SUB-0000,standard,2024-07-01T09:00:00+10:00,
6e2a7974-6fa8-574c-b5a0-808822eafb8c,9de01ee7-8a99-53e4-9894-1eb2457782be,cd80660b-3e07-58ef-88fb-4dfd4c14f755,266.0000,synthetic_policy_v1,SUB-0000,standard,2024-07-01T09:00:00+10:00,
ea7c56ea-a6e1-5bb1-9d9c-99190f028245,0ddb5f45-3bf7-5460-a1dc-4b0097c4c8d6,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,177.0000,synthetic_policy_v1,SUB-0000,standard,2024-07-01T09:00:00+10:00,
bf31a20b-14ab-54b3-a84f-54084a7034b4,0ddb5f45-3bf7-5460-a1dc-4b0097c4c8d6,cd80660b-3e07-58ef-88fb-4dfd4c14f755,168.0000,synthetic_policy_v1,SUB-0000,standard,2024-07-01T09:00:00+10:00,
d67cbd85-1a6a-50be-8d2d-75593ff1e188,fadf08a0-1d4f-563b-bd91-b87b31f373eb,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,90.0000,synthetic_policy_v1,SUB-0000,standard,2024-07-01T09:00:00+10:00,
a85115ea-1823-5b66-8ff9-7a79eaf76409,fadf08a0-1d4f-563b-bd91-b87b31f373eb,cd80660b-3e07-58ef-88fb-4dfd4c14f755,137.0000,synthetic_policy_v1,SUB-0000,service_critical,2024-07-01T09:00:00+10:00,
e1b76a93-a7bd-5d22-a340-31890f8f5674,f6f9c5be-111c-512f-b859-607b24323b36,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,265.0000,synthetic_policy_v1,SUB-0000,standard,2024-07-01T09:00:00+10:00,
0b9a74e2-c190-553f-b981-c96a5ce2ceeb,f6f9c5be-111c-512f-b859-607b24323b36,cd80660b-3e07-58ef-88fb-4dfd4c14f755,419.0000,synthetic_policy_v1,SUB-0000,service_critical,2024-07-01T09:00:00+10:00,
399c4edc-c990-5d2d-b2cc-5b31b5378cad,36da40b4-9e68-5588-9074-f6f8ee0422d2,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,109.0000,synthetic_policy_v1,SUB-0000,standard,2024-07-01T09:00:00+10:00,
a28ef0f7-abea-5f65-8343-8ae8e936b1b4,36da40b4-9e68-5588-9074-f6f8ee0422d2,cd80660b-3e07-58ef-88fb-4dfd4c14f755,107.0000,synthetic_policy_v1,SUB-0000,standard,2024-07-01T09:00:00+10:00,
1e46d9c7-06fe-5717-be47-b45dbddbaeff,f3239f2c-2ddf-5cd9-8fe5-d2d009ee11fc,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,287.0000,synthetic_policy_v1,SUB-0001,standard,2024-07-01T09:00:00+10:00,
56dbbb0f-5798-5987-bcf4-2597e0dda530,f3239f2c-2ddf-5cd9-8fe5-d2d009ee11fc,cd80660b-3e07-58ef-88fb-4dfd4c14f755,531.2000,synthetic_policy_v1,SUB-0001,service_critical,2024-07-01T09:00:00+10:00,
d0b70958-98dc-5968-9631-02c67dc1c7c2,0856837c-6661-582a-8826-9267d93a18a5,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,446.0000,synthetic_policy_v1,SUB-0001,service_critical,2024-07-01T09:00:00+10:00,
dd0df78c-6484-5269-b66f-877b59904c4c,0856837c-6661-582a-8826-9267d93a18a5,cd80660b-3e07-58ef-88fb-4dfd4c14f755,429.0000,synthetic_policy_v1,SUB-0001,production_critical,2024-07-01T09:00:00+10:00,
338113a1-cb82-5c4d-af27-e4a38a84bc43,381d75e6-fb26-5f96-9820-6bdce61f0879,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,163.0000,synthetic_policy_v1,SUB-0001,standard,2024-07-01T09:00:00+10:00,
1fb5c185-b1ae-54d7-bef8-f570fc886995,381d75e6-fb26-5f96-9820-6bdce61f0879,cd80660b-3e07-58ef-88fb-4dfd4c14f755,156.0000,synthetic_policy_v1,SUB-0001,standard,2024-07-01T09:00:00+10:00,
285138e5-b088-5dd2-9836-6e1483a22169,e6a7fc53-496a-5ae2-a882-4d4bf1223c4c,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,272.0000,synthetic_policy_v1,SUB-0001,service_critical,2024-07-01T09:00:00+10:00,
8f285e12-2300-5c67-8d3f-8ac0cacde1f7,e6a7fc53-496a-5ae2-a882-4d4bf1223c4c,cd80660b-3e07-58ef-88fb-4dfd4c14f755,133.0000,synthetic_policy_v1,SUB-0001,standard,2024-07-01T09:00:00+10:00,
5bc032bc-6cce-57e5-bca6-bb9233aea3bb,bba8ffc9-9e7c-5b77-a53d-ae09beffb73b,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,161.0000,synthetic_policy_v1,SUB-0001,standard,2024-07-01T09:00:00+10:00,
db2cac29-d117-5b7b-adaa-a3cb377aa8d0,bba8ffc9-9e7c-5b77-a53d-ae09beffb73b,cd80660b-3e07-58ef-88fb-4dfd4c14f755,155.0000,synthetic_policy_v1,SUB-0001,standard,2024-07-01T09:00:00+10:00,
703fcff8-8e47-5236-a1dc-b5e306b6a3ba,733a52f6-ddae-5ec5-a1d3-e06d5ca3460e,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,120.0000,synthetic_policy_v1,SUB-0001,production_critical,2024-07-01T09:00:00+10:00,
9a37b62e-994b-59d7-b62a-47a12307df88,733a52f6-ddae-5ec5-a1d3-e06d5ca3460e,cd80660b-3e07-58ef-88fb-4dfd4c14f755,102.0000,synthetic_policy_v1,SUB-0001,standard,2024-07-01T09:00:00+10:00,
63360af0-9bcf-5057-8006-b99d27e8819e,ce149183-f698-5b38-9d6f-47394dafce45,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,79.0000,synthetic_policy_v1,SUB-0001,standard,2024-07-01T09:00:00+10:00,
f917e402-aa31-561f-93a4-c2238ddc3609,ce149183-f698-5b38-9d6f-47394dafce45,cd80660b-3e07-58ef-88fb-4dfd4c14f755,109.0000,synthetic_policy_v1,SUB-0001,standard,2024-07-01T09:00:00+10:00,
02a33ec5-5143-5b8e-9c97-c099b00dec25,1f4d4772-a022-5cfc-a96e-04c7ad0d1a55,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,84.0000,synthetic_policy_v1,SUB-0001,standard,2024-07-01T09:00:00+10:00,
d8967f7b-aa8d-5545-93e1-4be507698855,1f4d4772-a022-5cfc-a96e-04c7ad0d1a55,cd80660b-3e07-58ef-88fb-4dfd4c14f755,100.0000,synthetic_policy_v1,SUB-0001,standard,2024-07-01T09:00:00+10:00,
b45b99d0-b89e-5102-a83a-104e9db6b234,b94cba32-e7de-5d7c-afea-23fba919ed21,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,95.0000,synthetic_policy_v1,SUB-0001,standard,2024-07-01T09:00:00+10:00,
b3c258a5-8342-51d2-85f3-8cd0b21e6233,b94cba32-e7de-5d7c-afea-23fba919ed21,cd80660b-3e07-58ef-88fb-4dfd4c14f755,62.0000,synthetic_policy_v1,SUB-0001,standard,2024-07-01T09:00:00+10:00,
934da772-bf56-5964-a984-b0a1b420c93a,943fffff-3f21-52fd-a307-b259a6fef658,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,105.0000,synthetic_policy_v1,SUB-0001,standard,2024-07-01T09:00:00+10:00,
f92cf8d0-2171-5498-8a0a-f04c61cb25b8,943fffff-3f21-52fd-a307-b259a6fef658,cd80660b-3e07-58ef-88fb-4dfd4c14f755,90.0000,synthetic_policy_v1,SUB-0001,standard,2024-07-01T09:00:00+10:00,
3225e37d-cdf3-54be-b3c4-88777a1259ea,f8133fbe-749f-5b84-a762-a62025fd96d1,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,71.0000,synthetic_policy_v1,SUB-0002,standard,2024-07-01T09:00:00+10:00,
d0d98267-454f-5a43-9920-7038a7cf2526,f8133fbe-749f-5b84-a762-a62025fd96d1,cd80660b-3e07-58ef-88fb-4dfd4c14f755,82.0000,synthetic_policy_v1,SUB-0002,standard,2024-07-01T09:00:00+10:00,
345f9a66-9b87-5be0-99fe-506a2f1739f8,c3f298ca-9a69-574b-b887-cd9160b10d7e,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,155.0000,synthetic_policy_v1,SUB-0002,standard,2024-07-01T09:00:00+10:00,
23ab7502-d8bc-5254-91a5-7206656625cf,c3f298ca-9a69-574b-b887-cd9160b10d7e,cd80660b-3e07-58ef-88fb-4dfd4c14f755,124.0000,synthetic_policy_v1,SUB-0002,standard,2024-07-01T09:00:00+10:00,
eacc6a41-de59-5a5a-9619-784ff58b4ded,845990f3-480b-5068-96a7-56555c9bfded,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,64.0000,synthetic_policy_v1,SUB-0002,standard,2024-07-01T09:00:00+10:00,
7db14a88-5f91-54fc-8ba5-eb696bd5a6e8,845990f3-480b-5068-96a7-56555c9bfded,cd80660b-3e07-58ef-88fb-4dfd4c14f755,104.0000,synthetic_policy_v1,SUB-0002,standard,2024-07-01T09:00:00+10:00,
e21ad214-fc2a-5bdb-b9e9-199bbb162a02,3d05cb9b-d5a0-53d8-84f5-a6128827eb81,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,296.0000,synthetic_policy_v1,SUB-0002,standard,2024-07-01T09:00:00+10:00,
b1ae7df5-ddb0-53ca-87cb-0b0e53519d56,3d05cb9b-d5a0-53d8-84f5-a6128827eb81,cd80660b-3e07-58ef-88fb-4dfd4c14f755,296.0000,synthetic_policy_v1,SUB-0002,standard,2024-07-01T09:00:00+10:00,
2131ca2e-a92f-5a99-a1b4-b27f349978ef,2bc50dec-b057-52d9-bb68-4422b67e6c08,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,224.0000,synthetic_policy_v1,SUB-0002,standard,2024-07-01T09:00:00+10:00,
2255a261-4fdf-512c-a223-dc7058bf85b0,2bc50dec-b057-52d9-bb68-4422b67e6c08,cd80660b-3e07-58ef-88fb-4dfd4c14f755,256.0000,synthetic_policy_v1,SUB-0002,standard,2024-07-01T09:00:00+10:00,
dee5ada2-5fff-55bf-86ba-745c3ddc6e6e,156f1b61-81f0-5bee-8acc-b26bfd4d94be,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,137.0000,synthetic_policy_v1,SUB-0002,standard,2024-07-01T09:00:00+10:00,
e2f52138-4695-55c0-bda0-c3e3f7f3675c,156f1b61-81f0-5bee-8acc-b26bfd4d94be,cd80660b-3e07-58ef-88fb-4dfd4c14f755,144.0000,synthetic_policy_v1,SUB-0002,standard,2024-07-01T09:00:00+10:00,
2d093c4a-46cf-5351-85c1-c69be1a8a6dc,3260e462-15f7-59e3-a229-c6e4260bb97a,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,68.0000,synthetic_policy_v1,SUB-0002,standard,2024-07-01T09:00:00+10:00,
4b8f4f0e-6f36-5fcd-97bd-d84690c6bcdd,3260e462-15f7-59e3-a229-c6e4260bb97a,cd80660b-3e07-58ef-88fb-4dfd4c14f755,88.0000,synthetic_policy_v1,SUB-0002,standard,2024-07-01T09:00:00+10:00,
42fecd6f-a0e4-5f03-acdc-643e15406d1e,e7ae4d79-bd0e-5dd7-b736-930307e54235,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,119.0000,synthetic_policy_v1,SUB-0002,standard,2024-07-01T09:00:00+10:00,
58b5f486-7ee4-5a52-af89-543166f16eed,e7ae4d79-bd0e-5dd7-b736-930307e54235,cd80660b-3e07-58ef-88fb-4dfd4c14f755,90.0000,synthetic_policy_v1,SUB-0002,standard,2024-07-01T09:00:00+10:00,
2581cfff-fe68-5788-bee6-326836429077,802e4010-8aa6-5fb1-bc87-5f2947921061,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,61.0000,synthetic_policy_v1,SUB-0002,standard,2024-07-01T09:00:00+10:00,
ca762345-9119-55e3-9d7e-4e5f08a130db,802e4010-8aa6-5fb1-bc87-5f2947921061,cd80660b-3e07-58ef-88fb-4dfd4c14f755,102.0000,synthetic_policy_v1,SUB-0002,standard,2024-07-01T09:00:00+10:00,
3b3cdc57-2294-5fd9-9d36-e1df73d4cb5d,1d765b5d-108b-588d-90bf-0a5f7c702f58,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,74.0000,synthetic_policy_v1,SUB-0002,standard,2024-07-01T09:00:00+10:00,
cacb41d1-5df5-5e75-99d6-079a6c88b1b7,1d765b5d-108b-588d-90bf-0a5f7c702f58,cd80660b-3e07-58ef-88fb-4dfd4c14f755,131.0000,synthetic_policy_v1,SUB-0002,service_critical,2024-07-01T09:00:00+10:00,
cbb28572-dded-5b51-9e37-439c6d3792ff,73ffaed7-94be-55a5-afed-0d1e98f52b44,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,310.0000,synthetic_policy_v1,SUB-0003,standard,2024-07-01T09:00:00+10:00,
6e8e0635-7726-58c7-b384-4b0650d42f08,73ffaed7-94be-55a5-afed-0d1e98f52b44,cd80660b-3e07-58ef-88fb-4dfd4c14f755,274.0000,synthetic_policy_v1,SUB-0003,standard,2024-07-01T09:00:00+10:00,
d86cbb41-8872-50b5-a942-bb61d86a2d03,26f9d7d6-f6e5-5f66-b038-c4074cf38cff,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,126.0000,synthetic_policy_v1,SUB-0003,standard,2024-07-01T09:00:00+10:00,
25e77599-4e03-5a50-9cb7-f8c9336845b7,26f9d7d6-f6e5-5f66-b038-c4074cf38cff,cd80660b-3e07-58ef-88fb-4dfd4c14f755,151.6000,synthetic_policy_v1,SUB-0003,service_critical,2024-07-01T09:00:00+10:00,
04d11c20-569c-50a8-b63b-c6076a3ae3fd,258787f4-7c2c-53a6-b106-204498b26f2f,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,102.0000,synthetic_policy_v1,SUB-0003,standard,2024-07-01T09:00:00+10:00,
07c42ca9-9cef-55d4-9037-1924f0c4dad3,258787f4-7c2c-53a6-b106-204498b26f2f,cd80660b-3e07-58ef-88fb-4dfd4c14f755,183.6000,synthetic_policy_v1,SUB-0003,service_critical,2024-07-01T09:00:00+10:00,
eda6fc7b-1ab8-5bf4-9b46-c7c2b757255b,13c36a28-138e-592b-89a5-f58427ce5201,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,152.0000,synthetic_policy_v1,SUB-0003,standard,2024-07-01T09:00:00+10:00,
2a31b542-d0a0-534c-8e9b-0ff8ce69ff99,13c36a28-138e-592b-89a5-f58427ce5201,cd80660b-3e07-58ef-88fb-4dfd4c14f755,178.0000,synthetic_policy_v1,SUB-0003,standard,2024-07-01T09:00:00+10:00,
9ccbf0d3-eb73-5f39-8a72-932aadb08b87,b57530b6-83a1-5572-a798-20246dda47c5,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,157.0000,synthetic_policy_v1,SUB-0003,standard,2024-07-01T09:00:00+10:00,
a1804564-097f-5b84-a311-f78fe9a15c08,b57530b6-83a1-5572-a798-20246dda47c5,cd80660b-3e07-58ef-88fb-4dfd4c14f755,151.0000,synthetic_policy_v1,SUB-0003,standard,2024-07-01T09:00:00+10:00,
83b071d5-eda7-53b1-98d0-b46b9addf4b1,23303b4e-f08b-5648-a6a2-f350ebc5143c,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,290.2000,synthetic_policy_v1,SUB-0003,production_critical,2024-07-01T09:00:00+10:00,
c3389b13-bab9-5fe8-bd62-c4493072c024,23303b4e-f08b-5648-a6a2-f350ebc5143c,cd80660b-3e07-58ef-88fb-4dfd4c14f755,201.0000,synthetic_policy_v1,SUB-0003,standard,2024-07-01T09:00:00+10:00,
176bf360-bf60-55c9-b566-729baa2d8322,fb68c10a-55c0-5d65-85fe-0d8330c7d0e5,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,185.0000,synthetic_policy_v1,SUB-0003,standard,2024-07-01T09:00:00+10:00,
40a82ab2-3ed8-59d5-bb20-63cdd00716a8,fb68c10a-55c0-5d65-85fe-0d8330c7d0e5,cd80660b-3e07-58ef-88fb-4dfd4c14f755,184.0000,synthetic_policy_v1,SUB-0003,standard,2024-07-01T09:00:00+10:00,
ff723f36-a87a-5fcc-9d13-8b8519dcfdb6,9b4cace9-899f-537b-b7be-bed7f160dcf2,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,280.0000,synthetic_policy_v1,SUB-0003,standard,2024-07-01T09:00:00+10:00,
3243c020-f5e6-5fbb-93d4-b9f7c64afdba,9b4cace9-899f-537b-b7be-bed7f160dcf2,cd80660b-3e07-58ef-88fb-4dfd4c14f755,304.0000,synthetic_policy_v1,SUB-0003,standard,2024-07-01T09:00:00+10:00,
a04ed47e-4be6-55c6-88cd-8a6a63389b2b,d4b300ac-9c19-5617-8775-15b2fd6ecff3,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,197.0000,synthetic_policy_v1,SUB-0003,standard,2024-07-01T09:00:00+10:00,
af42a632-f67b-5898-895f-77fb9f293ae8,d4b300ac-9c19-5617-8775-15b2fd6ecff3,cd80660b-3e07-58ef-88fb-4dfd4c14f755,297.2000,synthetic_policy_v1,SUB-0003,production_critical,2024-07-01T09:00:00+10:00,
c4dba0db-6b6f-5dc8-8104-25df2eef32ab,5a2c36f8-ff5b-53d9-9352-fac73932d34f,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,71.0000,synthetic_policy_v1,SUB-0003,standard,2024-07-01T09:00:00+10:00,
c3dcd6e4-0f56-57b0-80d2-75ee382c7512,5a2c36f8-ff5b-53d9-9352-fac73932d34f,cd80660b-3e07-58ef-88fb-4dfd4c14f755,85.0000,synthetic_policy_v1,SUB-0003,standard,2024-07-01T09:00:00+10:00,
